Lotid,Exporter Clean,Initial Stock,Entry Date,Variety
24A8873547,Agrolatina,320,01/17/2025,SWEET GLOBE
24A8880931,Agrolatina,1280,01/10/2025,SWEET GLOBE
24A8880931,Agrolatina,320,01/10/2025,SWEET GLOBE
24A8886164,Agrolatina,1280,01/17/2025,SWEET GLOBE
24A8886164,Agrolatina,320,01/17/2025,SWEET GLOBE
24A8886328,Agrolatina,950,01/31/2025,SWEET GLOBE
24A8886328,Agrolatina,95,01/31/2025,SWEET GLOBE
24A8886328,Agrolatina,855,01/31/2025,SWEET GLOBE
24A8894318,Agrolatina,1200,01/27/2025,SWEET GLOBE
24A8894318,Agrolatina,400,01/27/2025,SWEET GLOBE
24A8897997,Agrolatina,240,01/10/2025,IVORY
24A8897997,Agrolatina,80,01/10/2025,IVORY
24A8897997,Agrolatina,720,01/10/2025,SWEET GLOBE
24A8897997,Agrolatina,560,01/10/2025,SWEET GLOBE
24A8898015,Agrolatina,1520,01/10/2025,SWEET GLOBE
24A8898015,Agrolatina,80,01/10/2025,SWEET GLOBE
24A8911705,Agrolatina,320,03/07/2025,AUTUMN CRISP
24A8911705,Agrolatina,1280,03/07/2025,AUTUMN CRISP
24A8912089,Agrolatina,1600,01/27/2025,SWEET GLOBE
24A8912661,Agrolatina,800,02/06/2025,SWEET GLOBE
24A8912661,Agrolatina,800,02/06/2025,SWEET GLOBE
24A8931050,Agrolatina,1120,03/04/2025,TIMCO
24A8931050,Agrolatina,480,03/04/2025,TIMCO
24A8931129,Agrolatina,1040,01/27/2025,IVORY
24A8931129,Agrolatina,560,01/27/2025,IVORY
24A8931445,Agrolatina,880,02/05/2025,SWEET GLOBE
24A8931445,Agrolatina,720,02/05/2025,SWEET GLOBE
24A8936874,Agrolatina,1280,03/04/2025,IVORY
24A8936874,Agrolatina,320,03/04/2025,IVORY
24A8938389,Agrolatina,960,03/09/2025,COTTON CANDY
24A8938389,Agrolatina,640,03/09/2025,COTTON CANDY
24A8941791,Agrolatina,1280,02/14/2025,TIMCO
24A8941791,Agrolatina,80,02/14/2025,TIMCO
24A8941791,Agrolatina,240,02/14/2025,TIMCO
24A8944661,Agrolatina,1120,02/14/2025,TIMCO
24A8944661,Agrolatina,480,02/14/2025,TIMCO
24A8946258,Agrolatina,1120,02/14/2025,TIMCO
24A8946258,Agrolatina,400,02/14/2025,TIMCO
24A8946258,Agrolatina,80,02/14/2025,TIMCO
24A8947950,Agrolatina,850,03/09/2025,SWEET FAVORS
24A8947950,Agrolatina,850,03/09/2025,SWEET FAVORS
24A8948406,Agrolatina,1440,03/07/2025,TIMCO
24A8948406,Agrolatina,80,03/07/2025,TIMCO
24A8948406,Agrolatina,80,03/07/2025,TIMCO
24A8949151,Agrolatina,1330,02/17/2025,IVORY
24A8949151,Agrolatina,475,02/17/2025,IVORY
24A8949151,Agrolatina,95,02/17/2025,IVORY
24A8950258,Agrolatina,1520,01/10/2025,SWEET GLOBE
24A8950258,Agrolatina,80,01/10/2025,SWEET GLOBE
24A8952440,Agrolatina,1520,01/27/2025,SWEET GLOBE
24A8952440,Agrolatina,80,01/27/2025,SWEET GLOBE
24A8954395,Agrolatina,1120,03/09/2025,IVORY
24A8954395,Agrolatina,480,03/09/2025,IVORY
24A8957542,Agrolatina,1520,01/13/2025,CANDY SNAP
24A8957542,Agrolatina,80,01/13/2025,CANDY SNAP
24A8960385,Agrolatina,1120,03/04/2025,COTTON CANDY
24A8960385,Agrolatina,480,03/04/2025,COTTON CANDY
24A8961100,Agrolatina,1280,02/17/2025,IVORY
24A8961100,Agrolatina,240,02/17/2025,IVORY
24A8961100,Agrolatina,80,02/17/2025,IVORY
24A8962670,Agrolatina,960,02/26/2025,TIMCO
24A8962670,Agrolatina,640,02/26/2025,TIMCO
24A8963674,Agrolatina,640,12/27/2024,IVORY
24A8963674,Agrolatina,880,12/27/2024,IVORY
24A8963674,Agrolatina,80,12/27/2024,IVORY
24A8963695,Agrolatina,1105,03/04/2025,SWEET GLOBE
24A8963695,Agrolatina,595,03/04/2025,SWEET GLOBE
24A8964631,Agrolatina,1120,01/17/2025,SWEET GLOBE
24A8964631,Agrolatina,480,01/17/2025,SWEET GLOBE
24A8968513,Agrolatina,1280,01/17/2025,CANDY DREAMS
24A8968513,Agrolatina,320,01/17/2025,CANDY DREAMS
24A8970378,Agrolatina,560,01/17/2025,ALLISON
24A8970378,Agrolatina,1040,01/17/2025,ALLISON
24A8972920,Agrolatina,1040,01/27/2025,SWEET GLOBE
24A8972920,Agrolatina,560,01/27/2025,SWEET GLOBE
24A8987300,Agrolatina,1440,03/09/2025,IVORY
24A8987300,Agrolatina,160,03/09/2025,IVORY
24A8997735,Agrolatina,1280,02/10/2025,SWEET FAVORS
24A8997735,Agrolatina,320,02/10/2025,SWEET FAVORS
24A9001013,Agrolatina,1360,03/10/2025,TIMCO
24A9001013,Agrolatina,240,03/10/2025,TIMCO
24A9001862,Agrolatina,1200,01/03/2025,SWEET GLOBE
24A9001862,Agrolatina,400,01/03/2025,SWEET GLOBE
24A9005687,Agrolatina,720,02/20/2025,SWEET GLOBE
24A9005687,Agrolatina,880,02/20/2025,SWEET GLOBE
24A9006519,Agrolatina,1360,01/03/2025,CANDY SNAP
24A9006519,Agrolatina,240,01/03/2025,CANDY SNAP
24A9007776,Agrolatina,1600,03/10/2025,AUTUMN CRISP
24A9008056,Agrolatina,400,02/14/2025,AUTUMN CRISP
24A9008056,Agrolatina,1200,02/14/2025,AUTUMN CRISP
24A9011055,Agrolatina,720,02/17/2025,IVORY
24A9011055,Agrolatina,880,02/17/2025,IVORY
24A9013436,Agrolatina,1280,02/11/2025,TIMCO
24A9013436,Agrolatina,320,02/11/2025,TIMCO
24A9015491,Agrolatina,1120,01/03/2025,SWEET GLOBE
24A9015491,Agrolatina,480,01/03/2025,SWEET GLOBE
24A9018232,Agrolatina,1040,01/03/2025,SWEET GLOBE
24A9018232,Agrolatina,560,01/03/2025,SWEET GLOBE
24A9020950,Agrolatina,1280,01/03/2025,SWEET GLOBE
24A9020950,Agrolatina,320,01/03/2025,SWEET GLOBE
24A9021597,Agrolatina,1520,01/03/2025,ALLISON
24A9021597,Agrolatina,80,01/03/2025,ALLISON
24A9022007,Agrolatina,960,02/07/2025,SWEET GLOBE
24A9022007,Agrolatina,640,02/07/2025,SWEET GLOBE
24A9022095,Agrolatina,960,01/03/2025,IVORY
24A9022095,Agrolatina,160,01/03/2025,IVORY
24A9022095,Agrolatina,80,01/03/2025,IVORY
24A9022095,Agrolatina,400,01/03/2025,SWEET GLOBE
24A9022886,Agrolatina,1200,01/03/2025,SWEET GLOBE
24A9022886,Agrolatina,160,01/03/2025,SWEET GLOBE
24A9022886,Agrolatina,240,01/03/2025,SWEET GLOBE
24A9022947,Agrolatina,480,03/10/2025,COTTON CANDY
24A9022947,Agrolatina,1120,03/10/2025,COTTON CANDY
24A9022968,Agrolatina,1360,01/03/2025,ALLISON
24A9022968,Agrolatina,240,01/03/2025,ALLISON
24A9025515,Agrolatina,800,02/14/2025,TIMCO
24A9025515,Agrolatina,800,02/14/2025,TIMCO
24A9026928,Agrolatina,960,01/10/2025,CANDY SNAP
24A9026928,Agrolatina,640,01/10/2025,CANDY SNAP
24A9027626,Agrolatina,1440,01/17/2025,CANDY DREAMS
24A9027626,Agrolatina,160,01/17/2025,CANDY DREAMS
24A9027821,Agrolatina,1120,03/04/2025,IVORY
24A9027821,Agrolatina,480,03/04/2025,IVORY
24A9028550,Agrolatina,1360,01/03/2025,ALLISON
24A9028550,Agrolatina,240,01/03/2025,ALLISON
24A9028825,Agrolatina,1360,01/09/2025,SWEET GLOBE
24A9028825,Agrolatina,160,01/09/2025,SWEET GLOBE
24A9028825,Agrolatina,80,01/09/2025,SWEET GLOBE
24A9032204,Agrolatina,1280,12/27/2024,SWEET GLOBE
24A9032204,Agrolatina,160,12/27/2024,SWEET GLOBE
24A9032204,Agrolatina,160,12/27/2024,SWEET GLOBE
24A9033900,Agrolatina,1520,01/03/2025,CANDY SNAP
24A9033900,Agrolatina,80,01/03/2025,CANDY SNAP
24A9034070,Agrolatina,1520,01/03/2025,CANDY SNAP
24A9034070,Agrolatina,80,01/03/2025,CANDY SNAP
24A9035311,Agrolatina,1520,01/03/2025,ALLISON
24A9035311,Agrolatina,80,01/03/2025,ALLISON
24A9035902,Agrolatina,1440,01/03/2025,CANDY SNAP
24A9035902,Agrolatina,160,01/03/2025,CANDY SNAP
24A9042840,Agrolatina,1440,01/03/2025,SWEET GLOBE
24A9042840,Agrolatina,160,01/03/2025,SWEET GLOBE
24A9045078,Agrolatina,1120,02/20/2025,TIMCO
24A9045078,Agrolatina,480,02/20/2025,TIMCO
24A9045578,Agrolatina,1360,01/03/2025,ALLISON
24A9045578,Agrolatina,240,01/03/2025,ALLISON
24A9046957,Agrolatina,880,03/04/2025,SWEET GLOBE
24A9046957,Agrolatina,720,03/04/2025,SWEET GLOBE
24A9050858,Agrolatina,1200,02/17/2025,IVORY
24A9050858,Agrolatina,320,02/17/2025,IVORY
24A9050858,Agrolatina,80,02/17/2025,IVORY
24A9051004,Agrolatina,1360,03/04/2025,IVORY
24A9051004,Agrolatina,240,03/04/2025,IVORY
24A9051399,Agrolatina,160,01/19/2025,CANDY SNAP
24A9051399,Agrolatina,1440,01/19/2025,CANDY SNAP
24A9055230,Agrolatina,560,02/27/2025,CANDY DREAMS
24A9055230,Agrolatina,1040,02/27/2025,CANDY DREAMS
24A9062243,Agrolatina,320,02/06/2025,SWEET GLOBE
24A9062243,Agrolatina,1280,02/06/2025,SWEET GLOBE
24A9066927,Agrolatina,80,01/16/2025,CANDY SNAP
24A9066927,Agrolatina,1520,01/16/2025,CANDY SNAP
24A9067076,Agrolatina,960,03/04/2025,IVORY
24A9067076,Agrolatina,560,03/04/2025,IVORY
24A9067076,Agrolatina,80,03/04/2025,IVORY
24A9069505,Agrolatina,1600,03/17/2025,TIMCO
24A9080947,Agrolatina,1120,02/13/2025,ALLISON
24A9080947,Agrolatina,480,02/13/2025,ALLISON
24A9085001,Agrolatina,1040,03/04/2025,TIMCO
24A9085001,Agrolatina,560,03/04/2025,TIMCO
24A9085030,Agrolatina,1440,01/03/2025,SWEET GLOBE
24A9085030,Agrolatina,160,01/03/2025,SWEET GLOBE
24A9085278,Agrolatina,1200,12/27/2024,SWEET GLOBE
24A9085278,Agrolatina,240,12/27/2024,SWEET GLOBE
24A9085278,Agrolatina,160,12/27/2024,SWEET GLOBE
24A9086538,Agrolatina,960,03/10/2025,TIMCO
24A9086538,Agrolatina,640,03/10/2025,TIMCO
24A9087140,Agrolatina,1280,01/21/2025,ALLISON
24A9087140,Agrolatina,320,01/21/2025,ALLISON
24A9092269,Agrolatina,1440,03/04/2025,TIMCO
24A9092269,Agrolatina,160,03/04/2025,TIMCO
24A9096182,Agrolatina,880,02/13/2025,SWEET GLOBE
24A9096182,Agrolatina,720,02/13/2025,SWEET GLOBE
24A9102346,Agrolatina,1440,02/17/2025,IVORY
24A9102346,Agrolatina,80,02/17/2025,IVORY
24A9102346,Agrolatina,80,02/17/2025,IVORY
24A9105238,Agrolatina,1200,02/24/2025,TIMCO
24A9105238,Agrolatina,80,02/24/2025,TIMCO
24A9105238,Agrolatina,320,02/24/2025,TIMCO
24A9111380,Agrolatina,960,02/04/2025,AUTUMN CRISP
24A9111380,Agrolatina,640,02/04/2025,AUTUMN CRISP
24A9112072,Agrolatina,1520,01/18/2025,SWEET GLOBE
24A9112072,Agrolatina,80,01/18/2025,SWEET GLOBE
24A9115724,Agrolatina,1120,01/30/2025,SWEET GLOBE
24A9115724,Agrolatina,480,01/30/2025,SWEET GLOBE
24A9116144,Agrolatina,1440,03/04/2025,TIMCO
24A9116144,Agrolatina,80,03/04/2025,TIMCO
24A9116144,Agrolatina,80,03/04/2025,TIMCO
24A9116227,Agrolatina,880,02/10/2025,TIMCO
24A9116227,Agrolatina,720,02/10/2025,TIMCO
24A9116525,Agrolatina,960,02/03/2025,SWEET GLOBE
24A9116525,Agrolatina,640,02/03/2025,SWEET GLOBE
24A9116931,Agrolatina,1120,03/03/2025,TIMCO
24A9116931,Agrolatina,480,03/03/2025,TIMCO
24A9117136,Agrolatina,1040,02/24/2025,COTTON CANDY
24A9117136,Agrolatina,560,02/24/2025,COTTON CANDY
24A9117795,Agrolatina,400,03/03/2025,AUTUMN CRISP
24A9117795,Agrolatina,1200,03/03/2025,AUTUMN CRISP
24A9118092,Agrolatina,1200,02/10/2025,TIMCO
24A9118092,Agrolatina,160,02/10/2025,TIMCO
24A9118092,Agrolatina,240,02/10/2025,TIMCO
24A9118260,Agrolatina,960,02/17/2025,SWEET GLOBE
24A9118260,Agrolatina,640,02/17/2025,SWEET GLOBE
24A9118657,Agrolatina,1440,02/24/2025,TIMCO
24A9118657,Agrolatina,160,02/24/2025,TIMCO
24A9119099,Agrolatina,480,01/28/2025,CANDY SNAP
24A9119099,Agrolatina,1120,01/28/2025,CANDY SNAP
24A9119592,Agrolatina,1200,03/10/2025,TIMCO
24A9119592,Agrolatina,400,03/10/2025,TIMCO
24A9120361,Agrolatina,560,03/03/2025,AUTUMN CRISP
24A9120361,Agrolatina,1040,03/03/2025,AUTUMN CRISP
24A9122143,Agrolatina,1120,02/17/2025,SWEET GLOBE
24A9122143,Agrolatina,480,02/17/2025,SWEET GLOBE
24A9122786,Agrolatina,240,02/24/2025,AUTUMN CRISP
24A9122786,Agrolatina,1360,02/24/2025,AUTUMN CRISP
24A9124685,Agrolatina,1520,03/07/2025,TIMCO
24A9124685,Agrolatina,80,03/07/2025,TIMCO
24A9124936,Agrolatina,1200,01/19/2025,IVORY
24A9124936,Agrolatina,160,01/19/2025,IVORY
24A9124936,Agrolatina,240,01/19/2025,IVORY
24A9124958,Agrolatina,640,02/27/2025,SWEET GLOBE
24A9124958,Agrolatina,960,02/27/2025,SWEET GLOBE
24A9124978,Agrolatina,1280,02/06/2025,CANDY DREAMS
24A9124978,Agrolatina,320,02/06/2025,CANDY DREAMS
24A9125043,Agrolatina,1280,02/04/2025,ALLISON
24A9125043,Agrolatina,320,02/04/2025,ALLISON
24A9133732,Agrolatina,1440,02/06/2025,ALLISON
24A9133732,Agrolatina,160,02/06/2025,ALLISON
24A9138800,Agrolatina,1200,02/04/2025,ALLISON
24A9138800,Agrolatina,400,02/04/2025,ALLISON
24A9139878,Agrolatina,1280,02/04/2025,SWEET GLOBE
24A9139878,Agrolatina,320,02/04/2025,SWEET GLOBE
24A9140460,Agrolatina,400,02/24/2025,SWEET GLOBE
24A9140460,Agrolatina,1200,02/24/2025,SWEET GLOBE
24A9146520,Agrolatina,640,12/30/2024,ALLISON
24A9146520,Agrolatina,960,12/30/2024,ALLISON
24A9150431,Agrolatina,1280,02/10/2025,SWEET FAVORS
24A9150431,Agrolatina,320,02/10/2025,SWEET FAVORS
24A9150998,Agrolatina,1200,01/19/2025,SWEET GLOBE
24A9150998,Agrolatina,400,01/19/2025,SWEET GLOBE
24A9151510,Agrolatina,1040,02/11/2025,SWEET GLOBE
24A9151510,Agrolatina,560,02/11/2025,SWEET GLOBE
24A9153067,Agrolatina,665,02/20/2025,IVORY
24A9153067,Agrolatina,1140,02/20/2025,IVORY
24A9153067,Agrolatina,95,02/20/2025,IVORY
24A9153169,Agrolatina,1045,02/11/2025,IVORY
24A9153169,Agrolatina,760,02/11/2025,IVORY
24A9153169,Agrolatina,95,02/11/2025,IVORY
24A9155481,Agrolatina,320,02/24/2025,AUTUMN CRISP
24A9155481,Agrolatina,1280,02/24/2025,AUTUMN CRISP
24A9160701,Agrolatina,1360,03/04/2025,IVORY
24A9160701,Agrolatina,160,03/04/2025,IVORY
24A9160701,Agrolatina,80,03/04/2025,IVORY
24A9161606,Agrolatina,800,02/07/2025,ALLISON
24A9161606,Agrolatina,800,02/07/2025,ALLISON
24A9162601,Agrolatina,880,03/04/2025,IVORY
24A9162601,Agrolatina,560,03/04/2025,IVORY
24A9162601,Agrolatina,160,03/04/2025,IVORY
24A9163193,Agrolatina,1280,12/27/2024,SWEET GLOBE
24A9163193,Agrolatina,320,12/27/2024,SWEET GLOBE
24A9164121,Agrolatina,1360,03/04/2025,TIMCO
24A9164121,Agrolatina,240,03/04/2025,TIMCO
24A9167533,Agrolatina,560,01/30/2025,CANDY DREAMS
24A9167533,Agrolatina,1040,01/30/2025,CANDY DREAMS
24A9169027,Agrolatina,1280,01/19/2025,SWEET GLOBE
24A9169027,Agrolatina,320,01/19/2025,SWEET GLOBE
24A9179055,Agrolatina,1120,02/05/2025,SWEET GLOBE
24A9179055,Agrolatina,480,02/05/2025,SWEET GLOBE
24A9181230,Agrolatina,1445,02/11/2025,COTTON CANDY
24A9181230,Agrolatina,255,02/11/2025,COTTON CANDY
24A9181962,Agrolatina,960,02/05/2025,SWEET GLOBE
24A9181962,Agrolatina,960,02/05/2025,SWEET GLOBE
24A9181962,Agrolatina,640,02/05/2025,SWEET GLOBE
24A9181962,Agrolatina,640,02/05/2025,SWEET GLOBE
24A9182146,Agrolatina,1520,01/13/2025,SWEET GLOBE
24A9182146,Agrolatina,80,01/13/2025,SWEET GLOBE
24A9184979,Agrolatina,960,03/04/2025,SWEET GLOBE
24A9184979,Agrolatina,640,03/04/2025,SWEET GLOBE
24A9185715,Agrolatina,1520,01/18/2025,SWEET GLOBE
24A9185715,Agrolatina,80,01/18/2025,SWEET GLOBE
24A9189407,Agrolatina,1440,03/10/2025,TIMCO
24A9189407,Agrolatina,160,03/10/2025,TIMCO
24A9195821,Agrolatina,255,03/04/2025,ALLISON
24A9195821,Agrolatina,1445,03/04/2025,ALLISON
24A9197060,Agrolatina,1040,02/04/2025,SWEET GLOBE
24A9197060,Agrolatina,560,02/04/2025,SWEET GLOBE
24A9201903,Agrolatina,880,02/13/2025,SWEET GLOBE
24A9201903,Agrolatina,720,02/13/2025,SWEET GLOBE
24A9209140,Agrolatina,960,02/11/2025,COTTON CANDY
24A9209140,Agrolatina,640,02/11/2025,COTTON CANDY
24A9212041,Agrolatina,880,02/17/2025,IVORY
24A9212041,Agrolatina,640,02/17/2025,IVORY
24A9212041,Agrolatina,80,02/17/2025,IVORY
24A9213310,Agrolatina,720,02/04/2025,SWEET GLOBE
24A9213310,Agrolatina,880,02/04/2025,SWEET GLOBE
24A9214677,Agrolatina,880,02/11/2025,SWEET GLOBE
24A9214677,Agrolatina,720,02/11/2025,SWEET GLOBE
24A9219314,Agrolatina,320,01/19/2025,IVORY
24A9219314,Agrolatina,1200,01/19/2025,SWEET GLOBE
24A9219314,Agrolatina,80,01/19/2025,SWEET GLOBE
24A9233082,Agrolatina,640,02/04/2025,SWEET GLOBE
24A9233082,Agrolatina,960,02/04/2025,SWEET GLOBE
24A9249390,Agrolatina,1140,02/06/2025,SWEET GLOBE
24A9249390,Agrolatina,760,02/06/2025,SWEET GLOBE
24A9249893,Agrolatina,1040,02/17/2025,SWEET GLOBE
24A9249893,Agrolatina,560,02/17/2025,SWEET GLOBE
24A9252006,Agrolatina,1520,01/03/2025,SWEET GLOBE
24A9252006,Agrolatina,80,01/03/2025,SWEET GLOBE
24A9260151,Agrolatina,640,02/04/2025,SWEET GLOBE
24A9260151,Agrolatina,960,02/04/2025,SWEET GLOBE
24A9265831,Agrolatina,320,02/04/2025,ALLISON
24A9265831,Agrolatina,560,02/04/2025,ALLISON
24A9265831,Agrolatina,720,02/04/2025,TIMCO
24A9266490,Agrolatina,480,02/11/2025,ALLISON
24A9266490,Agrolatina,1120,02/11/2025,ALLISON
24A9269077,Agrolatina,1280,03/10/2025,TIMCO
24A9269077,Agrolatina,160,03/10/2025,TIMCO
24A9269077,Agrolatina,160,03/10/2025,TIMCO
24A9272929,Agrolatina,80,02/24/2025,AUTUMN CRISP
24A9272929,Agrolatina,1520,02/24/2025,AUTUMN CRISP
24A9274896,Agrolatina,800,02/06/2025,SWEET GLOBE
24A9274896,Agrolatina,800,02/06/2025,SWEET GLOBE
24A9275104,Agrolatina,1520,03/10/2025,TIMCO
24A9275104,Agrolatina,80,03/10/2025,TIMCO
24A9279096,Agrolatina,1600,12/29/2024,ALLISON
24A9283521,Agrolatina,960,02/17/2025,IVORY
24A9283521,Agrolatina,560,02/17/2025,IVORY
24A9283521,Agrolatina,80,02/17/2025,IVORY
24A9285340,Agrolatina,720,02/04/2025,SWEET GLOBE
24A9285340,Agrolatina,880,02/04/2025,SWEET GLOBE
24A9290553,Agrolatina,1120,02/04/2025,SWEET GLOBE
24A9290553,Agrolatina,480,02/04/2025,SWEET GLOBE
24A9292751,Agrolatina,400,01/19/2025,CANDY SNAP
24A9292751,Agrolatina,1200,01/19/2025,CANDY SNAP
24A9296464,Agrolatina,1200,03/04/2025,IVORY
24A9296464,Agrolatina,400,03/04/2025,IVORY
24A9299109,Agrolatina,1040,02/04/2025,SWEET GLOBE
24A9299109,Agrolatina,560,02/04/2025,SWEET GLOBE
24A9311713,Agrolatina,960,02/11/2025,SWEET GLOBE
24A9311713,Agrolatina,640,02/11/2025,SWEET GLOBE
24A9314875,Agrolatina,1600,02/10/2025,SWEET FAVORS
24A9316158,Agrolatina,1200,01/19/2025,ALLISON
24A9316158,Agrolatina,400,01/19/2025,ALLISON
24A9319858,Agrolatina,1360,01/30/2025,SWEET GLOBE
24A9319858,Agrolatina,240,01/30/2025,SWEET GLOBE
24A9322649,Agrolatina,1045,02/06/2025,SWEET GLOBE
24A9322649,Agrolatina,855,02/06/2025,SWEET GLOBE
24A9331002,Agrolatina,720,02/11/2025,SWEET GLOBE
24A9331002,Agrolatina,880,02/11/2025,SWEET GLOBE
24A9332631,Agrolatina,720,03/04/2025,AUTUMN CRISP
24A9332631,Agrolatina,880,03/04/2025,AUTUMN CRISP
24A9337127,Agrolatina,880,02/05/2025,SWEET GLOBE
24A9337127,Agrolatina,720,02/05/2025,SWEET GLOBE
24A9342776,Agrolatina,1440,01/21/2025,SWEET GLOBE
24A9342776,Agrolatina,80,01/21/2025,SWEET GLOBE
24A9342776,Agrolatina,80,01/21/2025,SWEET GLOBE
24A9346701,Agrolatina,1280,03/10/2025,IVORY
24A9346701,Agrolatina,80,03/10/2025,IVORY
24A9346701,Agrolatina,80,03/10/2025,SWEET GLOBE
24A9346701,Agrolatina,160,03/10/2025,SWEET GLOBE
24A9356309,Agrolatina,1440,01/13/2025,ALLISON
24A9356309,Agrolatina,160,01/13/2025,ALLISON
24A9357239,Agrolatina,1440,03/09/2025,TIMCO
24A9357239,Agrolatina,160,03/09/2025,TIMCO
24A9375913,Agrolatina,1615,03/09/2025,IVORY
24A9375913,Agrolatina,85,03/09/2025,IVORY
24A9383384,Agrolatina,1520,04/07/2025,JACK SALUTE
24A9383384,Agrolatina,80,04/07/2025,JACK SALUTE
24A9384962,Agrolatina,1120,02/04/2025,SWEET GLOBE
24A9384962,Agrolatina,480,02/04/2025,SWEET GLOBE
24A9392079,Agrolatina,1360,02/11/2025,CANDY DREAMS
24A9392079,Agrolatina,240,02/11/2025,CANDY DREAMS
24A9394989,Agrolatina,960,02/17/2025,SWEET GLOBE
24A9394989,Agrolatina,640,02/17/2025,SWEET GLOBE
24A9399896,Agrolatina,1280,02/17/2025,SWEET GLOBE
24A9399896,Agrolatina,320,02/17/2025,SWEET GLOBE
24A9402897,Agrolatina,1520,01/13/2025,SWEET GLOBE
24A9402897,Agrolatina,80,01/13/2025,SWEET GLOBE
24A9441270,Agrolatina,1040,03/11/2025,TIMCO
24A9441270,Agrolatina,560,03/11/2025,TIMCO
24A9442506,Agrolatina,1600,01/19/2025,ALLISON
24A9458977,Agrolatina,1200,02/01/2025,CANDY DREAMS
24A9458977,Agrolatina,400,02/01/2025,CANDY DREAMS
24A9460618,Agrolatina,1360,01/03/2025,ALLISON
24A9460618,Agrolatina,240,01/03/2025,ALLISON
24A9466646,Agrolatina,320,03/04/2025,AUTUMN CRISP
24A9466646,Agrolatina,1280,03/04/2025,AUTUMN CRISP
24A9466862,Agrolatina,1600,01/19/2025,CANDY SNAP
24A9467691,Agrolatina,1280,03/07/2025,COTTON CANDY
24A9467691,Agrolatina,320,03/07/2025,COTTON CANDY
24A9468722,Agrolatina,480,02/11/2025,ALLISON
24A9468722,Agrolatina,1120,02/11/2025,ALLISON
24A9469322,Agrolatina,1440,01/03/2025,SWEET GLOBE
24A9469322,Agrolatina,160,01/03/2025,SWEET GLOBE
24A9469901,Agrolatina,1520,01/18/2025,SWEET GLOBE
24A9469901,Agrolatina,80,01/18/2025,SWEET GLOBE
24A9476496,Agrolatina,240,02/05/2025,CANDY DREAMS
24A9476496,Agrolatina,1360,02/05/2025,CANDY DREAMS
24A9482077,Agrolatina,560,02/04/2025,ALLISON
24A9482077,Agrolatina,240,02/04/2025,ALLISON
24A9482077,Agrolatina,640,02/04/2025,CANDY DREAMS
24A9482077,Agrolatina,160,02/04/2025,CANDY DREAMS
24A9482502,Agrolatina,560,03/04/2025,SWEET GLOBE
24A9482502,Agrolatina,1040,03/04/2025,SWEET GLOBE
24A9483068,Agrolatina,1120,12/27/2024,IVORY
24A9483068,Agrolatina,480,12/27/2024,IVORY
24A9484278,Agrolatina,320,03/07/2025,AUTUMN CRISP
24A9484278,Agrolatina,1280,03/07/2025,AUTUMN CRISP
24A9508588,Agrolatina,400,02/04/2025,AUTUMN CRISP
24A9508588,Agrolatina,1200,02/04/2025,AUTUMN CRISP
24A9514045,Agrolatina,800,02/11/2025,AUTUMN CRISP
24A9514045,Agrolatina,800,02/11/2025,AUTUMN CRISP
24A9516921,Agrolatina,1200,01/18/2025,IVORY
24A9516921,Agrolatina,160,01/18/2025,IVORY
24A9516921,Agrolatina,240,01/18/2025,IVORY
24A9519688,Agrolatina,800,02/04/2025,SWEET GLOBE
24A9519688,Agrolatina,800,02/04/2025,SWEET GLOBE
24A9532674,Agrolatina,1600,01/27/2025,SWEET GLOBE
24A9533788,Agrolatina,1520,01/21/2025,SWEET GLOBE
24A9533788,Agrolatina,80,01/21/2025,SWEET GLOBE
24A9539235,Agrolatina,1360,03/04/2025,IVORY
24A9539235,Agrolatina,240,03/04/2025,IVORY
24A9558261,Agrolatina,1360,01/07/2025,SWEET GLOBE
24A9558261,Agrolatina,80,01/07/2025,SWEET GLOBE
24A9558261,Agrolatina,160,01/07/2025,SWEET GLOBE
24A9566082,Agrolatina,720,03/04/2025,CANDY DREAMS
24A9566082,Agrolatina,880,03/04/2025,CANDY DREAMS
24A9580303,Agrolatina,800,02/11/2025,SWEET GLOBE
24A9580303,Agrolatina,800,02/11/2025,SWEET GLOBE
24A9588201,Agrolatina,1280,01/03/2025,SWEET GLOBE
24A9588201,Agrolatina,80,01/03/2025,SWEET GLOBE
24A9588201,Agrolatina,240,01/03/2025,SWEET GLOBE
24A9593126,Agrolatina,800,02/04/2025,SWEET GLOBE
24A9593126,Agrolatina,800,02/04/2025,SWEET GLOBE
24A9611322,Agrolatina,640,02/04/2025,SWEET GLOBE
24A9611322,Agrolatina,960,02/04/2025,SWEET GLOBE
24A9617233,Agrolatina,1440,02/01/2025,ALLISON
24A9617233,Agrolatina,160,02/01/2025,ALLISON
24A9618461,Agrolatina,1120,02/01/2025,ALLISON
24A9618461,Agrolatina,480,02/01/2025,ALLISON
24A9620800,Agrolatina,1280,04/23/2025,SWEET GLOBE
24A9620800,Agrolatina,320,04/23/2025,SWEET GLOBE
24A9620902,Agrolatina,400,02/24/2025,AUTUMN CRISP
24A9620902,Agrolatina,1200,02/24/2025,AUTUMN CRISP
24A9621180,Agrolatina,1520,01/13/2025,IVORY
24A9621180,Agrolatina,80,01/13/2025,IVORY
24A9621452,Agrolatina,160,03/03/2025,AUTUMN CRISP
24A9621452,Agrolatina,1440,03/03/2025,AUTUMN CRISP
24A9621555,Agrolatina,1600,02/12/2025,TIMCO
