Exporter Clean,Lotid,Sales Quantity,Sales Amount,Total Deductions Excl. Advances,FOB Liq,FOB per Case,Advance Pct Of FOB
Agrolatina,24A0005623,1600.0,49170.46,14527.689999999999,34642.770000000004,21.65173125,55.42281982647461
Agrolatina,24A0026441,1520.0,40153.08,14092.74,26060.340000000004,17.144960526315792,73.6751707767435
Agrolatina,24A0057740,0.0,0.0,9192.4,-9192.4,,-208.86819546581958
Agrolatina,24A0066022,1600.0,42164.25,7130.93,35033.32,21.895825,54.80496852710506
Agrolatina,24A0066887,1404.0,43028.99,16703.92,26325.07,18.750049857549858,72.93427899716886
Agrolatina,24A0068302,1480.0,45166.78999999999,17418.989999999998,27747.799999999996,18.74851351351351,69.1946748931447
Agrolatina,24A0073464,1416.0,50376.399999999994,24209.55,26166.849999999995,18.479413841807904,73.37528208401089
Agrolatina,24A0081304,1397.0,43871.26,17285.22,26586.04,19.030808876163206,72.21835218783993
Agrolatina,24A0094976,1600.0,52240.0,11254.48,40985.520000000004,25.61595,46.845812862689066
Agrolatina,24A0102156,1320.0,39498.2,20691.25,18806.949999999997,14.247689393939392,102.08991888636916
Agrolatina,24A0115718,1064.0,33007.04,19893.09,13113.95,12.32514097744361,146.40897670038393
Agrolatina,24A0128799,1511.0,52356.15,19288.02,33068.130000000005,21.8849305095963,58.06194665377207
Agrolatina,24A0137996,1491.0,52379.6,19508.82,32870.78,22.046130114017437,58.41053969513349
Agrolatina,24A0141553,1600.0,52162.600000000006,11277.380000000001,40885.22,25.553262500000002,46.960735444251
Agrolatina,24A0141661,1600.0,32152.0,20852.49,11299.509999999998,7.062193749999999,169.9188725882804
Agrolatina,24A0148671,1600.0,55397.6,11422.94,43974.659999999996,27.484162499999996,43.66150869614456
Agrolatina,24A0154930,1600.0,51440.0,10378.0,41062.0,25.66375,46.75856022599971
Agrolatina,24A0173313,1520.0,40042.35,14086.109999999999,25956.239999999998,17.076473684210526,73.97065214376197
Agrolatina,24A0207389,1175.0,35977.44,18518.42,17459.020000000004,14.858740425531918,109.9718082687344
Agrolatina,24A0214937,1390.0,45976.85,27761.36,18215.489999999998,13.1046690647482,105.4047955888093
Agrolatina,24A0217108,1550.0,47339.590000000004,19670.32,27669.270000000004,17.851141935483874,69.39106091342488
Agrolatina,24A0218526,860.0,4116.0,19863.170000000002,-15747.170000000002,-18.310662790697677,-121.92666999848225
Agrolatina,24A0224278,1600.0,41600.0,14545.08,27054.92,16.909325,70.96675946556117
Agrolatina,24A0245408,1600.0,38928.0,23864.309999999998,15063.690000000002,9.414806250000002,127.45880989319348
Agrolatina,24A0284770,1600.0,42001.299999999996,14304.15,27697.149999999994,17.310718749999996,69.32121174922331
Agrolatina,24A0301570,1457.0,50485.05,19510.2,30974.850000000002,21.259334248455733,61.98577232819529
Agrolatina,24A0302220,1558.0,48459.509999999995,17015.73,31443.779999999995,20.182143774069317,61.06136094324538
Agrolatina,24A0317200,1580.0,40988.0,19503.11,21484.89,13.59803164556962,89.36513056385209
Agrolatina,24A0319537,1600.0,49753.6,14647.67,35105.93,21.94120625,54.691614778471894
Agrolatina,24A0343560,1600.0,55440.0,15388.46,40051.54,25.0322125,47.93823158859809
Agrolatina,24A0350384,1600.0,42245.369999999995,14194.220000000001,28051.149999999994,17.531968749999997,68.44639168091149
Agrolatina,24A0354570,1289.0,44663.85,23294.33,21369.519999999997,16.57837083010085,89.84759601525913
Agrolatina,24A0358472,1055.0,32433.29,16562.69,15870.600000000002,15.043222748815168,120.97841291444556
Agrolatina,24A0377301,1399.0,43359.93,17205.24,26154.69,18.69527519656898,73.40939617330582
Agrolatina,24A0377451,1600.0,53040.0,10419.0,42621.0,26.638125,45.04821566833252
Agrolatina,24A0378334,1520.0,39846.41,14449.49,25396.920000000006,16.708500000000004,75.59971839104898
Agrolatina,24A0379325,1260.0,34716.159999999996,16849.1,17867.059999999998,14.180206349206347,107.46032083622042
Agrolatina,24A0381446,1600.0,55440.0,11425.48,44014.520000000004,27.509075000000003,43.62196838679599
Agrolatina,24A0384785,1280.0,42620.82,21842.81,20778.01,16.2328203125,92.40538434623913
Agrolatina,24A0388780,1600.0,48384.0,10045.8,38338.2,23.961374999999997,50.08059846315164
Agrolatina,24A0398304,1600.0,55440.0,24183.489999999998,31256.510000000002,19.535318750000002,61.42720348497001
Agrolatina,24A0409179,1600.0,52240.0,11454.48,40785.520000000004,25.49095,47.07553072757194
Agrolatina,24A0424759,1600.0,43800.0,11557.08,32242.92,20.151825,59.54795657465267
Agrolatina,24A0438942,1600.0,52240.0,11229.48,41010.520000000004,25.631575,46.81725567000857
Agrolatina,24A0459101,1493.0,30431.73,17264.510000000002,13167.219999999998,8.819303415941057,154.9301978701655
Agrolatina,24A0466327,1250.0,34626.88,20816.86,13810.019999999997,11.048015999999997,139.02948728531894
Agrolatina,24A0470672,510.0,703.09,16093.53,-15390.44,-30.177333333333333,-124.75276860180735
Agrolatina,24A0489235,0.0,0.0,12378.32,-12378.32,,-155.10990182835798
Agrolatina,24A0505892,1275.0,39152.03,17341.54,21810.489999999998,17.106266666666667,88.03103460765898
Agrolatina,24A0512192,1126.0,32690.579999999998,20447.7,12242.879999999997,10.872895204262875,156.82584489923943
Agrolatina,24A0512905,1415.0,43008.85,19351.91,23656.94,16.71868551236749,81.16011622804979
Agrolatina,24A0516177,1102.0,34216.34,20470.65,13745.689999999995,12.473402903811248,139.68014701335477
Agrolatina,24A0518420,1600.0,48348.64,17435.19,30913.45,19.32090625,62.10888787890061
Agrolatina,24A0525836,1600.0,52240.0,11243.98,40996.020000000004,25.622512500000003,46.83381459956356
Agrolatina,24A0528347,954.0,29634.86,19391.579999999998,10243.280000000002,10.737190775681345,187.4399606376082
Agrolatina,24A0531783,1568.0,54163.35,21280.45,32882.899999999994,20.971237244897956,58.38901070161088
Agrolatina,24A0534674,1344.0,41179.92,17097.66,24082.26,17.918348214285714,79.72673661026832
Agrolatina,24A0557793,1600.0,55440.0,11439.98,44000.020000000004,27.500012500000004,43.6363438016619
Agrolatina,24A0559081,1600.0,55440.0,11463.48,43976.520000000004,27.485325000000003,43.65966201964139
Agrolatina,24A0567174,1389.0,35661.03,20799.55,14861.48,10.699409647228222,129.1930547966959
Agrolatina,24A0567549,1600.0,55362.45,11435.369999999999,43927.08,27.454425,43.708801040269464
Agrolatina,24A0573808,1600.0,57040.0,16057.71,40982.29,25.61393125,46.84950499349841
Agrolatina,24A0577721,1561.0,54088.65,18165.66,35922.990000000005,23.012805893657916,53.4476668005642
Agrolatina,24A0588536,1600.0,49051.92,15264.64,33787.28,21.11705,56.82611917857845
Agrolatina,24A0591400,1600.0,49554.63,14550.73,35003.899999999994,21.877437499999996,54.851030885129944
Agrolatina,24A0603517,1600.0,52670.08,19688.18,32981.9,20.6136875,58.21374754031756
Agrolatina,24A0608904,1600.0,40544.0,18731.2,21812.8,13.633,88.02171202229884
Agrolatina,24A0612226,1576.0,53805.86,21746.94,32058.920000000002,20.341954314720812,59.889728038249565
Agrolatina,24A0620140,1351.0,41791.81,15832.42,25959.39,19.214944485566246,73.9616762951672
Agrolatina,24A0620469,1320.0,40228.88,19757.98,20470.899999999998,15.508257575757574,93.7916750118461
Agrolatina,24A0642534,1600.0,42412.93,14204.24,28208.690000000002,17.63043125,68.06413201038403
Agrolatina,24A1014323,1600.0,47200.0,12634.08,34565.92,21.6037,55.54604072450553
Agrolatina,24A1023879,1520.0,45123.2,18188.96,26934.239999999998,17.719894736842104,71.28472902892379
Agrolatina,24A1101143,1320.0,41046.72,16994.399999999998,24052.320000000003,18.22145454545455,79.82597936498432
Agrolatina,24A1101903,1692.0,33981.99,19018.51,14963.48,8.843664302600473,152.370972527781
Agrolatina,24A1165589,1900.0,34010.0,6528.09,27481.91,14.464163157894736,82.96366591696138
Agrolatina,24A1175740,1550.0,39713.0,19467.54,20245.46,13.061587096774193,94.83607682907675
Agrolatina,24A1185939,1600.0,46944.0,14775.199999999999,32168.800000000003,20.105500000000003,59.68516077690184
Agrolatina,24A1186787,1600.0,57040.0,15619.53,41420.47,25.88779375,46.35389216974119
Agrolatina,24A1197625,1442.0,33566.35,29616.04,3950.3099999999977,2.739466019417474,486.0378046279915
Agrolatina,24A1202595,560.0,1627.2,12042.42,-10415.22,-18.59860714285714,-184.34560191719427
Agrolatina,24A1204679,1618.0,41499.4,33569.39,7930.010000000002,4.901118665018543,242.11823188117032
Agrolatina,24A1205084,1450.0,48006.47,20857.43,27149.04,18.723475862068966,70.72073266679043
Agrolatina,24A1205629,1504.0,45922.33,16562.18,29360.15,19.521376329787234,65.39476126654667
Agrolatina,24A1215479,1232.0,26917.14,19312.05,7605.09,6.172962662337662,268.2414014824282
Agrolatina,24A1227124,1540.0,40806.17,14414.23,26391.94,17.137623376623377,72.74948336499705
Agrolatina,24A1227464,1600.0,55440.0,19158.82,36281.18,22.6757375,52.91999874315003
Agrolatina,24A1230260,1337.0,41536.95,17143.34,24393.609999999997,18.245033657442033,78.70913735195406
Agrolatina,24A1256100,1447.0,47971.61,16758.18,31213.43,21.571133379405666,61.511983783903275
Agrolatina,24A1259264,1600.0,53040.0,10219.0,42821.0,26.763125,44.83781322248429
Agrolatina,24A1260619,1600.0,53040.0,17362.64,35677.36,22.29835,53.81564106761263
Agrolatina,24A1261723,1600.0,53040.0,18499.010000000002,34540.99,21.58811875,55.58613114447502
Agrolatina,24A1262437,1600.0,54646.4,11602.92,43043.48,26.902175000000003,44.6060588037956
Agrolatina,24A1264868,1420.0,44057.96,17273.79,26784.17,18.862091549295773,71.68413282920471
Agrolatina,24A1269935,1600.0,46444.0,10998.72,35445.28,22.153299999999998,54.168002058384076
Agrolatina,24A1271722,1600.0,42222.2,15524.9,26697.299999999996,16.685812499999997,71.91738490409143
Agrolatina,24A1272862,1600.0,55397.6,13654.26,41743.34,26.089587499999997,45.995361176178044
Agrolatina,24A1274525,1600.0,57040.0,16257.71,40782.29,25.48893125,47.07925915881624
Agrolatina,24A1277967,1410.0,21130.36,24616.7,-3486.34,-2.4725815602836883,-550.7208132310675
Agrolatina,24A1284605,1600.0,55440.0,15388.46,40051.54,25.0322125,47.93823158859809
Agrolatina,24A1288088,1600.0,42022.43,14305.42,27717.010000000002,17.323131250000003,69.27154119437846
Agrolatina,24A1291219,1600.0,52239.5,11229.46,41010.04,25.631275000000002,46.8178036402793
Agrolatina,24A1295560,1600.0,55440.0,15605.03,39834.97,24.89685625,48.19885643192401
Agrolatina,24A1299781,1687.0,21056.55,16032.26,5024.289999999999,2.978239478363959,453.7954616473174
Agrolatina,24A1317083,1600.0,57040.0,15471.96,41568.04,25.980025,46.189331996408775
Agrolatina,24A1317592,1600.0,52240.0,11243.98,40996.020000000004,25.622512500000003,46.83381459956356
Agrolatina,24A1317910,1600.0,55440.0,16325.73,39114.270000000004,24.446418750000003,49.08694448343277
Agrolatina,24A1318876,1600.0,55362.6,11435.380000000001,43927.22,27.4545125,43.70866173639033
Agrolatina,24A1322157,1447.0,44702.86,18719.09,25983.77,17.95699378023497,73.89227968073916
Agrolatina,24A1330146,1600.0,52240.0,11229.48,41010.520000000004,25.631575,46.81725567000857
Agrolatina,24A1330316,1600.0,52240.0,12609.48,39630.520000000004,24.769075,48.44750964660569
Agrolatina,24A1333803,1540.0,47201.2,17271.97,29929.229999999996,19.434564935064934,64.15133299453412
Agrolatina,24A1333839,1600.0,57040.0,15471.96,41568.04,25.980025,46.189331996408775
Agrolatina,24A1334435,1600.0,53040.0,11634.5,41405.5,25.8784375,46.37065124198476
Agrolatina,24A1338240,1600.0,52170.34,11239.84,40930.5,25.5815625,46.908784402829184
Agrolatina,24A1339971,1417.0,44025.549999999996,17479.21,26546.339999999997,18.734184897671135,72.3263545935146
Agrolatina,24A1355967,1600.0,55440.0,11425.48,44014.520000000004,27.509075000000003,43.62196838679599
Agrolatina,24A1357208,1108.0,25195.5,19767.86,5427.639999999999,4.898592057761732,375.85396231142823
Agrolatina,24A1362884,1600.0,57040.0,16439.59,40600.41,25.375256250000003,47.29016283333099
Agrolatina,24A1364569,1600.0,56210.46,11731.85,44478.61,27.799131250000002,43.16681658891768
Agrolatina,24A1375583,1600.0,46689.22,17368.35,29320.870000000003,18.32554375,65.48236801977568
