Exporter Clean,Lotid,Sales Quantity,Sales Amount,Total Deductions Excl. Advances,FOB Liq,FOB per Case,Advance Pct Of FOB
Rio King,SEGU9283430,1900.0,74129.4,10024.74,64104.659999999996,33.739294736842105,35.56683710669396
Rio King,SEGU9296438,1900.0,64040.3,11620.67,52419.630000000005,27.589278947368424,43.495156299271855
Rio King,SEGU9302119,1900.0,66136.44,9153.98,56982.46000000001,29.990768421052636,40.012312560742366
Rio King,SEGU9434244,1900.0,63445.14,10503.9,52941.24,27.86381052631579,43.06661498672869
Rio King,SEGU9468922,1900.0,72200.0,9870.62,62329.38,32.80493684210526,36.57986009166143
Rio King,SEGU9476342,1810.0,66478.67,10139.93,56338.74,31.126375690607734,38.55251288899965
Rio King,SEGU9622637,1626.0,60790.0,12987.01,47802.99,29.399132841328413,42.67515483864085
Rio King,SEGU9623211,1900.0,71503.0,17851.68,53651.32,28.237536842105264,42.496624500571464
Rio King,SEGU9630550,1700.0,59959.0,10440.21,49518.79,29.128700000000002,41.19648319355137
Rio King,SZLU9006506,1870.0,66278.8,10684.84,55593.96000000001,29.729390374331555,40.3640971069519
Rio King,SZLU9266421,1700.0,66997.0,11217.89,55779.11,32.81124117647059,36.57283165686939
Rio King,SZLU9332267,1900.0,70886.24,11485.27,59400.97,31.263668421052632,38.38321158728553
Rio King,SZLU9517131,1900.0,64790.0,10543.98,54246.020000000004,28.550536842105267,42.03073331462843
Rio King,TEMU9225343,1900.0,72598.83,10608.6,61990.23,32.626436842105264,36.77998936283991
Rio King,TEMU9388382,1900.0,67032.16,12582.94,54449.22,28.657484210526317,41.87387808310202
Rio King,TRIU8020897,1913.0,65068.4,10568.48,54499.92,28.489242028227913,42.121162746660914
Rio King,TRIU8756445,2160.0,83966.16,12763.8,71202.36,32.964055555555554,36.40328775619235
Rio King,TRIU8758725,1900.0,64272.25,10556.220000000001,53716.03,28.271594736842104,42.44543016302582
Rio King,TTNU8499086,1690.0,67345.0,10996.41,56348.59,33.34236094674556,35.9902528173287
