Exporter Clean,Lotid,Sales Quantity,Sales Amount,Total Deductions Excl. Advances,FOB Liq,FOB per Case,Advance Pct Of FOB
BORQUEZ,24TRA101589,2520.0,38740.5,8062.1900000000005,30678.309999999998,12.17393253968254,0.0
BORQUEZ,24TRA101590,0.0,0.0,1259.9,-1259.9,,-0.0
BORQUEZ,24TRA101593,225.0,4725.0,1325.38,3399.62,15.109422222222221,0.0
BORQUEZ,24TRA101595,2520.0,24273.0,7415.95,16857.05,6.689305555555555,0.0
BORQUEZ,24TRA101596,2520.0,39411.0,9910.79,29500.21,11.70643253968254,0.0
BORQUEZ,24TRA101605,2520.0,39438.0,7972.84,31465.16,12.486174603174604,0.0
BORQUEZ,24TRA101607,2520.0,31977.0,9792.09,22184.91,8.803535714285713,0.0
BORQUEZ,24TRA101609,2520.0,36544.5,7573.25,28971.25,11.496527777777779,0.0
BORQUEZ,24TRA101610,2520.0,32637.6,8666.64,23970.96,9.512285714285714,0.0
BORQUEZ,24TRA101611,2520.0,20763.0,6819.45,13943.55,5.533154761904761,0.0
BORQUEZ,24TRA101612,2520.0,17010.0,5999.0,11011.0,4.3694444444444445,0.0
BORQUEZ,24TRA101614,2520.0,34780.2,7366.54,27413.659999999996,10.878436507936506,0.0
BORQUEZ,24TRA101616,2520.0,27243.0,7987.95,19255.05,7.640892857142857,0.0
BORQUEZ,24TRA101617,2520.0,30240.0,6714.5,23525.5,9.335515873015874,0.0
BORQUEZ,24TRA101620,2520.0,29223.0,10250.26,18972.739999999998,7.528865079365079,0.0
BORQUEZ,24TRA101621,2190.0,38079.0,8447.88,29631.120000000003,13.53019178082192,0.0
BORQUEZ,24TRA101626,0.0,0.0,540.0,-540.0,,-0.0
BORQUEZ,24TRA101628,225.0,6738.75,1748.43,4990.32,22.179199999999998,0.0
BORQUEZ,24TRA101641,540.0,6300.0,2550.84,3749.16,6.942888888888889,0.0
BORQUEZ,24TRA101648,0.0,0.0,476.0,-476.0,,-0.0
BORQUEZ,24TRA101649,2520.0,30240.0,6593.0,23647.0,9.38373015873016,0.0
BORQUEZ,24TRA101651,0.0,0.0,894.0,-894.0,,-0.0
BORQUEZ,24TRA101658,2520.0,17090.4,4904.58,12185.820000000002,4.835642857142858,0.0
BORQUEZ,24TRA101660,1800.0,46091.25,9509.869999999999,36581.380000000005,20.32298888888889,0.0
BORQUEZ,24TRA101665,2520.0,32809.5,7036.44,25773.06,10.227404761904763,0.0
BORQUEZ,24TRA101666,2520.0,30478.5,8061.78,22416.72,8.89552380952381,0.0
BORQUEZ,24TRA101671,2430.0,33201.0,8088.84,25112.16,10.334222222222222,0.0
BORQUEZ,24TRA101675,2072.0,31834.4,13246.869999999999,18587.530000000002,8.970815637065638,0.0
BORQUEZ,24TRA101677,2520.0,38682.0,7816.9400000000005,30865.059999999998,12.248039682539682,0.0
BORQUEZ,24TRA101682,2130.0,59226.75,13443.57,45783.18,21.49445070422535,0.0
BORQUEZ,24TRA101684,2160.0,36108.0,9929.21,26178.79,12.119810185185186,0.0
BORQUEZ,24TRA101690,0.0,0.0,147.2,-147.2,,-0.0
BORQUEZ,24TRA101691,2160.0,27049.5,8779.0,18270.5,8.458564814814816,0.0
BORQUEZ,24TRA101696,0.0,0.0,108.0,-108.0,,-0.0
BORQUEZ,24TRA101698,0.0,0.0,884.0,-884.0,,-0.0
