Exporter Clean,Lotid,Entry Date,Initial Stock,Sale Date,Sale Quantity,Variety,Retailer Name,Sales Amount,Packaging Style,Current Inventory,Weighted Days In Inventory
BORQUEZ,24TRA101540,06/02/2024,2100.0,,,FLAME,,,Unknown,0.0,1.0
BORQUEZ,24TRA101540,,,06/03/2024,1800.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",37800.0,Clam,0.0,1.0
BORQUEZ,24TRA101540,,,06/03/2024,150.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",3150.0,Clam,0.0,1.0
BORQUEZ,24TRA101540,,,06/04/2024,150.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",3150.0,Clam,0.0,1.0
BORQUEZ,24TRA101542,06/02/2024,2520.0,,,FLAME,,,Unknown,0.0,10.0
BORQUEZ,24TRA101542,,,06/12/2024,1800.0,FLAME,FRUITS ET LEGUMES GAETAN BONO,22860.0,Bag,0.0,10.0
BORQUEZ,24TRA101542,,,06/13/2024,720.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",9432.0,Bag,0.0,10.0
BORQUEZ,24TRA101546,06/02/2024,2520.0,,,FLAME,,,Unknown,90.0,11.0
BORQUEZ,24TRA101546,,,06/13/2024,810.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",10611.0,Bag,90.0,11.0
BORQUEZ,24TRA101546,,,06/14/2024,270.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",1836.0,Bag,90.0,11.0
BORQUEZ,24TRA101546,,,06/14/2024,1260.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",16506.0,Bag,90.0,11.0
BORQUEZ,24TRA101546,,,06/18/2024,90.0,FLAME,"RICHARD COTTRELL MARKETING, INC.",1080.0,Bag,90.0,11.0
BORQUEZ,24TRA101547,06/02/2024,2100.0,,,FLAME,,,Unknown,0.0,12.0
BORQUEZ,24TRA101547,,,06/05/2024,300.0,FLAME,GAMBLE'S ONTARIO PRODUCE INC.,6885.0,Clam,0.0,12.0
BORQUEZ,24TRA101547,,,06/08/2024,375.0,FLAME,COURCHESNE LAROSE LTEE.,8127.4,Clam,0.0,12.0
BORQUEZ,24TRA101547,,,06/12/2024,150.0,FLAME,GAMBLE'S ONTARIO PRODUCE INC.,3442.5,Clam,0.0,12.0
BORQUEZ,24TRA101547,,,06/14/2024,75.0,FLAME,"SUN GRAPE MARKETING, INC.",1721.25,Clam,0.0,12.0
BORQUEZ,24TRA101547,,,06/18/2024,750.0,FLAME,GAMBLE'S ONTARIO PRODUCE INC.,14212.5,Clam,0.0,12.0
BORQUEZ,24TRA101547,,,06/21/2024,450.0,FLAME,GAMBLE'S ONTARIO PRODUCE INC.,8527.5,Clam,0.0,12.0
BORQUEZ,24TRA101548,06/02/2024,2520.0,,,FLAME,,,Unknown,450.0,17.0
BORQUEZ,24TRA101548,,,06/08/2024,180.0,FLAME,"RICHARD COTTRELL MARKETING, INC.",3006.0,Bag,450.0,17.0
BORQUEZ,24TRA101548,,,06/20/2024,90.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",1089.0,Bag,450.0,17.0
BORQUEZ,24TRA101548,,,06/20/2024,720.0,FLAME,"MCANENY BROS., INC.",8064.0,Bag,450.0,17.0
BORQUEZ,24TRA101548,,,06/21/2024,450.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",5445.0,Bag,450.0,17.0
BORQUEZ,24TRA101548,,,06/21/2024,630.0,FLAME,"RICHARD COTTRELL MARKETING, INC.",7371.0,Bag,450.0,17.0
BORQUEZ,24TRA101550,06/02/2024,1440.0,,,FLAME,,,Unknown,0.0,8.0
BORQUEZ,24TRA101550,,,06/10/2024,1440.0,FLAME,OTP - FRESH TASTE,22536.0,Bag,0.0,8.0
BORQUEZ,24TRA101552,06/02/2024,1500.0,,,FLAME,,,Unknown,0.0,3.0
BORQUEZ,24TRA101552,06/02/2024,450.0,,,FLAME,,,Unknown,0.0,3.0
BORQUEZ,24TRA101552,,,06/04/2024,225.0,FLAME,JAC VANDENBERG INC.,5850.0,Bag,0.0,3.0
BORQUEZ,24TRA101552,,,06/05/2024,1500.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",31500.0,Clam,0.0,3.0
BORQUEZ,24TRA101552,,,06/06/2024,225.0,FLAME,KROGER,5613.75,Bag,0.0,3.0
BORQUEZ,24TRA101556,06/03/2024,2520.0,,,FLAME,,,Unknown,0.0,6.0
BORQUEZ,24TRA101556,,,06/03/2024,90.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",1449.0,Bag,0.0,6.0
BORQUEZ,24TRA101556,,,06/10/2024,1980.0,FLAME,FRUITS ET LEGUMES GAETAN BONO,25146.0,Bag,0.0,6.0
BORQUEZ,24TRA101556,,,06/10/2024,450.0,FLAME,WESTERN VEG. PRODUCE,6277.5,Bag,0.0,6.0
BORQUEZ,24TRA101559,06/03/2024,2100.0,,,FLAME,,,Unknown,0.0,1.0
BORQUEZ,24TRA101559,,,06/04/2024,1650.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",34650.0,Clam,0.0,1.0
BORQUEZ,24TRA101559,,,06/05/2024,300.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",6300.0,Clam,0.0,1.0
BORQUEZ,24TRA101559,,,06/07/2024,150.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",3150.0,Clam,0.0,1.0
BORQUEZ,24TRA101562,06/03/2024,450.0,,,FLAME,,,Unknown,0.0,8.0
BORQUEZ,24TRA101562,,,06/06/2024,300.0,FLAME,"SUN GRAPE MARKETING, INC.",6885.0,Clam,0.0,8.0
BORQUEZ,24TRA101562,,,06/21/2024,150.0,FLAME,GAMBLE'S ONTARIO PRODUCE INC.,2842.5,Clam,0.0,8.0
BORQUEZ,24TRA101564,06/03/2024,2520.0,,,FLAME,,,Unknown,0.0,8.0
BORQUEZ,24TRA101564,,,06/11/2024,2160.0,FLAME,"VINERIPE, INC.",28620.0,Bag,0.0,8.0
BORQUEZ,24TRA101564,,,06/11/2024,270.0,FLAME,"VINERIPE, INC.",3577.5,Bag,0.0,8.0
BORQUEZ,24TRA101564,,,06/12/2024,90.0,FLAME,"VINERIPE, INC.",1192.5,Bag,0.0,8.0
BORQUEZ,24TRA101565,06/03/2024,2430.0,,,FLAME,,,Unknown,0.0,8.0
BORQUEZ,24TRA101565,,,06/11/2024,540.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",7074.0,Bag,0.0,8.0
BORQUEZ,24TRA101565,,,06/11/2024,1890.0,FLAME,"VINERIPE, INC.",25042.5,Bag,0.0,8.0
BORQUEZ,24TRA101568,06/03/2024,90.0,,,FLAME,,,Unknown,0.0,5.0
BORQUEZ,24TRA101568,06/03/2024,1710.0,,,FLAME,,,Unknown,0.0,5.0
BORQUEZ,24TRA101568,06/03/2024,600.0,,,FLAME,,,Unknown,0.0,5.0
BORQUEZ,24TRA101568,,,06/04/2024,1710.0,FLAME,OTP - FRESH TASTE,26761.5,Bag,0.0,5.0
BORQUEZ,24TRA101568,,,06/06/2024,75.0,FLAME,SAFEWAY INC.,2236.2,Clam,0.0,5.0
BORQUEZ,24TRA101568,,,06/07/2024,90.0,FLAME,FRUITS ET LEGUMES GAETAN BONO,1143.0,Bag,0.0,5.0
BORQUEZ,24TRA101568,,,06/21/2024,225.0,FLAME,GAMBLE'S ONTARIO PRODUCE INC.,4263.75,Clam,0.0,5.0
BORQUEZ,24TRA101568,,,06/21/2024,75.0,FLAME,SAFEWAY INC.,1733.22,Clam,0.0,5.0
BORQUEZ,24TRA101568,,,06/25/2024,225.0,FLAME,GAMBLE'S ONTARIO PRODUCE INC.,4263.75,Clam,0.0,5.0
BORQUEZ,24TRA101569,06/04/2024,2520.0,,,FLAME,,,Unknown,0.0,7.0
BORQUEZ,24TRA101569,,,06/11/2024,450.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",5895.0,Bag,0.0,7.0
BORQUEZ,24TRA101569,,,06/12/2024,180.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",1800.0,Bag,0.0,7.0
BORQUEZ,24TRA101569,,,06/12/2024,1890.0,FLAME,"VINERIPE, INC.",25042.5,Bag,0.0,7.0
BORQUEZ,24TRA101570,06/04/2024,2520.0,,,FLAME,,,Unknown,0.0,7.0
BORQUEZ,24TRA101570,,,06/11/2024,990.0,FLAME,"SPRING VALLEY PRODUCE, INC",11880.0,Bag,0.0,7.0
BORQUEZ,24TRA101570,,,06/12/2024,1350.0,FLAME,"VINERIPE, INC.",17887.5,Bag,0.0,7.0
BORQUEZ,24TRA101570,,,06/13/2024,180.0,FLAME,NO DECAY PRODUCE LLC,2520.0,Bag,0.0,7.0
BORQUEZ,24TRA101572,06/04/2024,2100.0,,,FLAME,,,Unknown,127.0,13.0
BORQUEZ,24TRA101572,,,06/07/2024,75.0,FLAME,KROGER,1721.25,Unknown,127.0,13.0
BORQUEZ,24TRA101572,,,06/07/2024,150.0,FLAME,JAC VANDENBERG INC.,3300.0,Unknown,127.0,13.0
BORQUEZ,24TRA101572,,,06/10/2024,225.0,FLAME,KROGER,5163.75,Unknown,127.0,13.0
BORQUEZ,24TRA101572,,,06/11/2024,150.0,FLAME,KROGER,3442.5,Unknown,127.0,13.0
BORQUEZ,24TRA101572,,,06/14/2024,150.0,FLAME,KROGER,3442.5,Unknown,127.0,13.0
BORQUEZ,24TRA101572,,,06/15/2024,75.0,FLAME,KROGER,1721.25,Unknown,127.0,13.0
BORQUEZ,24TRA101572,,,06/17/2024,75.0,FLAME,KROGER,1946.25,Unknown,127.0,13.0
BORQUEZ,24TRA101572,,,06/21/2024,300.0,FLAME,KROGER,5385.0,Bag,127.0,13.0
BORQUEZ,24TRA101572,,,06/21/2024,75.0,FLAME,KROGER,1721.25,Bag,127.0,13.0
BORQUEZ,24TRA101572,,,06/21/2024,150.0,FLAME,KROGER,3892.5,Unknown,127.0,13.0
BORQUEZ,24TRA101572,,,06/22/2024,323.0,FLAME,KROGER,7412.85,Bag,127.0,13.0
BORQUEZ,24TRA101572,,,06/22/2024,75.0,FLAME,KROGER,1946.25,Unknown,127.0,13.0
BORQUEZ,24TRA101572,,,06/27/2024,75.0,FLAME,JAC VANDENBERG INC.,1875.0,Unknown,127.0,13.0
BORQUEZ,24TRA101572,,,07/02/2024,75.0,FLAME,KROGER,1946.25,Unknown,127.0,13.0
BORQUEZ,24TRA101573,06/05/2024,2160.0,,,FLAME,,,Unknown,1124.0,12.0
BORQUEZ,24TRA101573,,,06/12/2024,720.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",8712.0,Bag,1124.0,12.0
BORQUEZ,24TRA101573,,,06/13/2024,180.0,FLAME,"ANTHONY MARANO, COMPANY",2646.0,Bag,1124.0,12.0
BORQUEZ,24TRA101573,,,07/20/2024,136.0,FLAME,NOGALES FOOD BANK,0.0,Bag,1124.0,12.0
BORQUEZ,24TRA101574,06/04/2024,1800.0,,,FLAME,,,Unknown,0.0,1.0
BORQUEZ,24TRA101574,06/04/2024,150.0,,,FLAME,,,Unknown,0.0,1.0
BORQUEZ,24TRA101574,,,06/05/2024,1800.0,FLAME,OTP - FRESH TASTE,28170.0,Bag,0.0,1.0
BORQUEZ,24TRA101574,,,06/13/2024,150.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",3150.0,Clam,0.0,1.0
BORQUEZ,24TRA101576,06/04/2024,1500.0,,,FLAME,,,Unknown,0.0,10.0
BORQUEZ,24TRA101576,,,06/06/2024,450.0,FLAME,KROGER,10327.5,Unknown,0.0,10.0
BORQUEZ,24TRA101576,,,06/07/2024,150.0,FLAME,KROGER,3442.5,Unknown,0.0,10.0
BORQUEZ,24TRA101576,,,06/08/2024,150.0,FLAME,KROGER,3442.5,Unknown,0.0,10.0
BORQUEZ,24TRA101576,,,06/10/2024,150.0,FLAME,KROGER,3442.5,Unknown,0.0,10.0
BORQUEZ,24TRA101576,,,06/10/2024,150.0,FLAME,KROGER,3442.5,Unknown,0.0,10.0
BORQUEZ,24TRA101576,,,06/21/2024,150.0,FLAME,KROGER,3892.5,Unknown,0.0,10.0
BORQUEZ,24TRA101576,,,07/03/2024,150.0,FLAME,JAC VANDENBERG INC.,3600.0,Unknown,0.0,10.0
BORQUEZ,24TRA101576,,,07/05/2024,75.0,FLAME,KROGER,1946.25,Unknown,0.0,10.0
BORQUEZ,24TRA101576,,,07/20/2024,75.0,FLAME,NOGALES FOOD BANK,0.0,Unknown,0.0,10.0
BORQUEZ,24TRA101577,06/04/2024,2520.0,,,FLAME,,,Unknown,0.0,8.0
BORQUEZ,24TRA101577,,,06/12/2024,1980.0,FLAME,OTP - FRESH TASTE,30987.0,Bag,0.0,8.0
BORQUEZ,24TRA101577,,,06/12/2024,540.0,FLAME,OTP - FRESH TASTE,8451.0,Bag,0.0,8.0
BORQUEZ,24TRA101579,06/05/2024,2520.0,,,FLAME,,,Unknown,0.0,1.0
BORQUEZ,24TRA101579,,,06/06/2024,1980.0,FLAME,OTP - FRESH TASTE,30987.0,Bag,0.0,1.0
BORQUEZ,24TRA101579,,,06/08/2024,540.0,FLAME,OTP - FRESH TASTE,8451.0,Bag,0.0,1.0
BORQUEZ,24TRA101580,06/05/2024,2520.0,,,FLAME,,,Unknown,0.0,1.0
BORQUEZ,24TRA101580,,,06/05/2024,180.0,FLAME,OTP - FRESH TASTE,2817.0,Bag,0.0,1.0
BORQUEZ,24TRA101580,,,06/06/2024,1980.0,FLAME,OTP - FRESH TASTE,30987.0,Bag,0.0,1.0
BORQUEZ,24TRA101580,,,06/07/2024,180.0,FLAME,OTP - FRESH TASTE,2817.0,Bag,0.0,1.0
BORQUEZ,24TRA101580,,,06/08/2024,180.0,FLAME,OTP - FRESH TASTE,2817.0,Bag,0.0,1.0
BORQUEZ,24TRA101581,06/05/2024,750.0,,,FLAME,,,Unknown,0.0,1.0
BORQUEZ,24TRA101581,,,06/07/2024,750.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",15750.0,Clam,0.0,1.0
BORQUEZ,24TRA101583,06/05/2024,2160.0,,,FLAME,,,Unknown,-45.0,13.0
BORQUEZ,24TRA101583,,,06/12/2024,90.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",900.0,Bag,-45.0,13.0
BORQUEZ,24TRA101583,,,06/13/2024,180.0,FLAME,"C & J BROTHERS, iNC.",1080.0,Bag,-45.0,13.0
BORQUEZ,24TRA101583,,,06/14/2024,300.0,BI-COLOR,C & S WHOLESALE,7485.0,Clam,-45.0,13.0
BORQUEZ,24TRA101583,,,06/14/2024,300.0,BI-COLOR,C & S WHOLESALE,7485.0,Clam,-45.0,13.0
BORQUEZ,24TRA101583,,,06/14/2024,45.0,FLAME,"VINERIPE, INC.",1080.0,Clam,-45.0,13.0
BORQUEZ,24TRA101583,,,06/18/2024,180.0,FLAME,"FOWLER PACKING CO, INC.",2826.0,Bag,-45.0,13.0
BORQUEZ,24TRA101583,,,06/19/2024,90.0,FLAME,C.H. ROBINSON - EDEN PRAIRIE,1224.0,Bag,-45.0,13.0
BORQUEZ,24TRA101583,,,06/20/2024,180.0,FLAME,THURSTON MARKETING CO.,3186.0,Bag,-45.0,13.0
BORQUEZ,24TRA101583,,,06/20/2024,90.0,FLAME,C.H. ROBINSON - EDEN PRAIRIE,1314.0,Bag,-45.0,13.0
BORQUEZ,24TRA101583,,,06/21/2024,675.0,BI-COLOR,"MURGUIA FRUIT COMPANY, INC.",15525.0,Clam,-45.0,13.0
BORQUEZ,24TRA101583,,,07/20/2024,75.0,BI-COLOR,NOGALES FOOD BANK,0.0,Clam,-45.0,13.0
BORQUEZ,24TRA101584,06/05/2024,1500.0,,,FLAME,,,Unknown,-750.0,15.0
BORQUEZ,24TRA101584,,,06/07/2024,900.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",18900.0,Clam,-750.0,15.0
BORQUEZ,24TRA101584,,,06/07/2024,600.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",12600.0,Clam,-750.0,15.0
BORQUEZ,24TRA101584,,,06/21/2024,225.0,BI-COLOR,C & S WHOLESALE,6063.75,Clam,-750.0,15.0
BORQUEZ,24TRA101584,,,07/30/2024,525.0,BI-COLOR,DUMP,0.0,Clam,-750.0,15.0
BORQUEZ,24TRA101586,06/05/2024,2520.0,,,FLAME,,,Unknown,0.0,2.0
BORQUEZ,24TRA101586,,,06/07/2024,1800.0,FLAME,OTP - FRESH TASTE,28170.0,Bag,0.0,2.0
BORQUEZ,24TRA101586,,,06/08/2024,630.0,FLAME,OTP - FRESH TASTE,9859.5,Bag,0.0,2.0
BORQUEZ,24TRA101586,,,06/22/2024,90.0,FLAME,OTP - FRESH TASTE,1381.5,Bag,0.0,2.0
BORQUEZ,24TRA101587,06/05/2024,2070.0,,,FLAME,,,Unknown,0.0,3.0
BORQUEZ,24TRA101587,06/05/2024,450.0,,,FLAME,,,Unknown,0.0,3.0
BORQUEZ,24TRA101587,,,06/07/2024,1980.0,FLAME,OTP - FRESH TASTE,30987.0,Bag,0.0,3.0
BORQUEZ,24TRA101587,,,06/08/2024,90.0,FLAME,OTP - FRESH TASTE,1408.5,Bag,0.0,3.0
BORQUEZ,24TRA101587,,,06/15/2024,450.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",4545.0,Bag,0.0,3.0
BORQUEZ,24TRA101588,06/06/2024,2250.0,,,FLAME,,,Unknown,270.0,7.0
BORQUEZ,24TRA101588,,,06/13/2024,1980.0,FLAME,OTP - FRESH TASTE,30393.0,Bag,270.0,7.0
BORQUEZ,24TRA101589,06/06/2024,2520.0,,,FLAME,,,Unknown,0.0,2.0
BORQUEZ,24TRA101589,,,06/08/2024,630.0,FLAME,OTP - FRESH TASTE,9859.5,Bag,0.0,2.0
BORQUEZ,24TRA101589,,,06/08/2024,1440.0,FLAME,OTP - FRESH TASTE,22536.0,Bag,0.0,2.0
BORQUEZ,24TRA101589,,,06/08/2024,450.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",6345.0,Bag,0.0,2.0
BORQUEZ,24TRA101593,06/06/2024,225.0,,,FLAME,,,Unknown,0.0,1.0
BORQUEZ,24TRA101593,,,06/07/2024,225.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",4725.0,Clam,0.0,1.0
BORQUEZ,24TRA101595,06/06/2024,2520.0,,,FLAME,,,Unknown,0.0,9.0
BORQUEZ,24TRA101595,,,06/13/2024,720.0,FLAME,"C & J BROTHERS, iNC.",4320.0,Bag,0.0,9.0
BORQUEZ,24TRA101595,,,06/13/2024,810.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",9801.0,Bag,0.0,9.0
BORQUEZ,24TRA101595,,,06/15/2024,90.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",909.0,Bag,0.0,9.0
BORQUEZ,24TRA101595,,,06/18/2024,180.0,FLAME,"FOWLER PACKING CO, INC.",2826.0,Bag,0.0,9.0
BORQUEZ,24TRA101595,,,06/19/2024,270.0,FLAME,NO DECAY PRODUCE LLC,405.0,Bag,0.0,9.0
BORQUEZ,24TRA101595,,,06/19/2024,180.0,FLAME,NO DECAY PRODUCE LLC,2340.0,Bag,0.0,9.0
BORQUEZ,24TRA101595,,,06/20/2024,270.0,FLAME,C.H. ROBINSON - EDEN PRAIRIE,3672.0,Bag,0.0,9.0
BORQUEZ,24TRA101596,06/07/2024,2520.0,,,FLAME,,,Unknown,0.0,0.0
BORQUEZ,24TRA101596,,,06/07/2024,1980.0,FLAME,OTP - FRESH TASTE,30987.0,Bag,0.0,0.0
BORQUEZ,24TRA101596,,,06/08/2024,450.0,FLAME,OTP - FRESH TASTE,7042.5,Bag,0.0,0.0
BORQUEZ,24TRA101596,,,06/25/2024,90.0,FLAME,OTP - FRESH TASTE,1381.5,Bag,0.0,0.0
BORQUEZ,24TRA101605,06/07/2024,2520.0,,,FLAME,,,Unknown,0.0,3.0
BORQUEZ,24TRA101605,,,06/10/2024,540.0,FLAME,OTP - FRESH TASTE,8451.0,Bag,0.0,3.0
BORQUEZ,24TRA101605,,,06/10/2024,1980.0,FLAME,OTP - FRESH TASTE,30987.0,Bag,0.0,3.0
BORQUEZ,24TRA101607,06/08/2024,2520.0,,,FLAME,,,Unknown,0.0,7.0
BORQUEZ,24TRA101607,,,06/12/2024,270.0,FLAME,"FOWLER PACKING CO, INC.",4239.0,Bag,0.0,7.0
BORQUEZ,24TRA101607,,,06/12/2024,180.0,FLAME,C.H. ROBINSON - EDEN PRAIRIE,2448.0,Bag,0.0,7.0
BORQUEZ,24TRA101607,,,06/12/2024,630.0,FLAME,"VINERIPE, INC.",8347.5,Bag,0.0,7.0
BORQUEZ,24TRA101607,,,06/13/2024,90.0,FLAME,"C & J BROTHERS, iNC.",540.0,Bag,0.0,7.0
BORQUEZ,24TRA101607,,,06/18/2024,90.0,FLAME,"FOWLER PACKING CO, INC.",1413.0,Bag,0.0,7.0
BORQUEZ,24TRA101607,,,06/19/2024,180.0,FLAME,NO DECAY PRODUCE LLC,270.0,Bag,0.0,7.0
BORQUEZ,24TRA101607,,,06/19/2024,900.0,FLAME,NO DECAY PRODUCE LLC,11700.0,Bag,0.0,7.0
BORQUEZ,24TRA101607,,,06/20/2024,90.0,FLAME,C.H. ROBINSON - EDEN PRAIRIE,1314.0,Bag,0.0,7.0
BORQUEZ,24TRA101607,,,06/21/2024,90.0,FLAME,"DIERBERGS MARKETS, INC.",1705.5,Bag,0.0,7.0
BORQUEZ,24TRA101609,06/08/2024,2520.0,,,FLAME,,,Unknown,0.0,3.0
BORQUEZ,24TRA101609,,,06/10/2024,990.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",12969.0,Bag,0.0,3.0
BORQUEZ,24TRA101609,,,06/10/2024,180.0,FLAME,C.H. ROBINSON - EDEN PRAIRIE,2448.0,Bag,0.0,3.0
BORQUEZ,24TRA101609,,,06/12/2024,1350.0,FLAME,OTP - FRESH TASTE,21127.5,Bag,0.0,3.0
BORQUEZ,24TRA101610,06/08/2024,2520.0,,,FLAME,,,Unknown,0.0,8.0
BORQUEZ,24TRA101610,,,06/15/2024,450.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",5895.0,Bag,0.0,8.0
BORQUEZ,24TRA101610,,,06/15/2024,900.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",9090.0,Bag,0.0,8.0
BORQUEZ,24TRA101610,,,06/18/2024,540.0,FLAME,"VINERIPE, INC.",6480.0,Bag,0.0,8.0
BORQUEZ,24TRA101610,,,06/20/2024,36.0,FLAME,C.H. ROBINSON - EDEN PRAIRIE,525.6,Bag,0.0,8.0
BORQUEZ,24TRA101610,,,06/20/2024,324.0,FLAME,C.H. ROBINSON - EDEN PRAIRIE,6642.0,Bag,0.0,8.0
BORQUEZ,24TRA101610,,,06/20/2024,90.0,FLAME,C.H. ROBINSON - EDEN PRAIRIE,1845.0,Bag,0.0,8.0
BORQUEZ,24TRA101610,,,06/20/2024,180.0,FLAME,CUSTOM PRODUCE SALES,2160.0,Bag,0.0,8.0
BORQUEZ,24TRA101611,06/08/2024,2520.0,,,FLAME,,,Unknown,0.0,6.0
BORQUEZ,24TRA101611,,,06/12/2024,1080.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",4860.0,Bag,0.0,6.0
BORQUEZ,24TRA101611,,,06/14/2024,90.0,FLAME,"C & J BROTHERS, iNC.",450.0,Bag,0.0,6.0
BORQUEZ,24TRA101611,,,06/17/2024,1260.0,FLAME,"RICHARD COTTRELL MARKETING, INC.",13860.0,Bag,0.0,6.0
BORQUEZ,24TRA101611,,,06/20/2024,90.0,FLAME,THURSTON MARKETING CO.,1593.0,Bag,0.0,6.0
BORQUEZ,24TRA101612,06/08/2024,2520.0,,,FLAME,,,Unknown,0.0,6.0
BORQUEZ,24TRA101612,,,06/14/2024,630.0,FLAME,"SPRING VALLEY PRODUCE, INC",7560.0,Bag,0.0,6.0
BORQUEZ,24TRA101612,,,06/14/2024,1890.0,FLAME,"C & J BROTHERS, iNC.",9450.0,Bag,0.0,6.0
BORQUEZ,24TRA101614,06/08/2024,1170.0,,,FLAME,,,Unknown,0.0,4.0
BORQUEZ,24TRA101614,06/08/2024,1350.0,,,FLAME,,,Unknown,0.0,4.0
BORQUEZ,24TRA101614,,,06/08/2024,990.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",12969.0,Bag,0.0,4.0
BORQUEZ,24TRA101614,,,06/12/2024,90.0,FLAME,OTP - FRESH TASTE,1408.5,Bag,0.0,4.0
BORQUEZ,24TRA101614,,,06/13/2024,360.0,FLAME,"LA KARMA PRODUCE, LLC",4680.0,Bag,0.0,4.0
BORQUEZ,24TRA101614,,,06/14/2024,90.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",1179.0,Bag,0.0,4.0
BORQUEZ,24TRA101614,,,06/15/2024,90.0,FLAME,C.H. ROBINSON - EDEN PRAIRIE,1224.0,Bag,0.0,4.0
BORQUEZ,24TRA101614,,,06/15/2024,360.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",4356.0,Bag,0.0,4.0
BORQUEZ,24TRA101614,,,06/20/2024,180.0,FLAME,C.H. ROBINSON - EDEN PRAIRIE,2628.0,Bag,0.0,4.0
BORQUEZ,24TRA101614,,,06/20/2024,183.0,FLAME,C.H. ROBINSON - EDEN PRAIRIE,3751.5,Bag,0.0,4.0
BORQUEZ,24TRA101614,,,06/20/2024,177.0,FLAME,C.H. ROBINSON - EDEN PRAIRIE,2584.2,Bag,0.0,4.0
BORQUEZ,24TRA101616,06/09/2024,2520.0,,,FLAME,,,Unknown,0.0,13.0
BORQUEZ,24TRA101616,,,06/18/2024,630.0,FLAME,"RICHARD COTTRELL MARKETING, INC.",7560.0,Bag,0.0,13.0
BORQUEZ,24TRA101616,,,06/21/2024,90.0,FLAME,"SPRING VALLEY PRODUCE, INC",1080.0,Bag,0.0,13.0
BORQUEZ,24TRA101616,,,06/21/2024,450.0,FLAME,"RICHARD COTTRELL MARKETING, INC.",5265.0,Bag,0.0,13.0
BORQUEZ,24TRA101616,,,06/21/2024,270.0,FLAME,CUSTOM PRODUCE SALES,3240.0,Bag,0.0,13.0
BORQUEZ,24TRA101616,,,06/22/2024,180.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",2160.0,Bag,0.0,13.0
BORQUEZ,24TRA101616,,,06/25/2024,450.0,FLAME,"ANTHONY MARANO, COMPANY",6615.0,Bag,0.0,13.0
BORQUEZ,24TRA101616,,,06/26/2024,360.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",0.0,Bag,0.0,13.0
BORQUEZ,24TRA101616,,,06/28/2024,90.0,FLAME,CUSTOM PRODUCE SALES,1323.0,Bag,0.0,13.0
BORQUEZ,24TRA101617,06/09/2024,2520.0,,,FLAME,,,Unknown,0.0,9.0
BORQUEZ,24TRA101617,,,06/17/2024,1350.0,FLAME,"RICHARD COTTRELL MARKETING, INC.",16200.0,Bag,0.0,9.0
BORQUEZ,24TRA101617,,,06/18/2024,540.0,FLAME,"RICHARD COTTRELL MARKETING, INC.",6480.0,Bag,0.0,9.0
BORQUEZ,24TRA101617,,,06/21/2024,630.0,FLAME,"SPRING VALLEY PRODUCE, INC",7560.0,Bag,0.0,9.0
BORQUEZ,24TRA101620,06/09/2024,2520.0,,,FLAME,,,Unknown,0.0,12.0
BORQUEZ,24TRA101620,,,06/21/2024,180.0,FLAME,"JSTAR PRODUCE, LLC.",1143.0,Bag,0.0,12.0
BORQUEZ,24TRA101620,,,06/22/2024,990.0,FLAME,NO DECAY PRODUCE LLC,11880.0,Bag,0.0,12.0
BORQUEZ,24TRA101620,,,06/22/2024,1350.0,FLAME,"MURGUIA FRUIT COMPANY, INC.",16200.0,Bag,0.0,12.0
BORQUEZ,24TRA101621,06/09/2024,540.0,,,FLAME,,,Unknown,0.0,5.0
