Exporter Clean,Lotid,Sales Quantity,Sales Amount,Total Deductions,COMMISSION,FOB Liq,FOB per Case,Advances,Advance Pct Of FOB,% Commission
Agrovita,24V2506094,3689.0,23150.239999999998,27849.140000000003,1852.04,-6550.940000000005,-1.7758037408511806,0.0,-0.0,-39.414331013641444
Agrovita,24V7508204,1221.0,34740.0,25308.75,2779.2,6652.05,5.448034398034398,0.0,0.0,29.467992047713714
Agrovita,24V8505059,1632.0,32242.699999999997,14097.7,1289.7299999999998,16855.269999999997,10.32798406862745,0.0,0.0,7.107908514742353
Agrovita,24V8511058,1290.0,23017.29,10519.41,1841.4,10656.480000000001,8.260837209302327,0.0,0.0,14.73369883532247
Agrovita,24V9330622,2108.0,48999.61,15435.530000000002,1960.0,31604.08,14.992447817836814,0.0,0.0,5.839576118278826
Agrovita,24V9336620,2160.0,41040.0,16512.02,1641.6000000000001,22886.38,10.595546296296297,0.0,0.0,6.692764752743602
Agrovita,24V9350378,1806.0,4696.56,17270.39,375.75,-12949.579999999998,-7.170310077519379,0.0,-0.0,-2.9883496118525548
Agrovita,24V9351899,1836.0,11744.970000000001,15053.48,939.61,-4248.119999999998,-2.3137908496732016,0.0,-0.0,-28.399793260410288
Agrovita,24V9511077,570.0,1800.0,13655.820000000002,144.0,-11999.820000000002,-21.05231578947369,0.0,-0.0,-1.2145933389676966
Agrovita,24V9627198,1521.0,1432.49,22084.699999999997,114.60000000000001,-20766.809999999994,-13.653392504930963,0.0,-0.0,-0.5549042935356556
Agrovita,24V9744804,2158.0,40549.2,14636.539999999999,3243.94,22668.719999999998,10.504504170528266,0.0,0.0,12.518745663316697
Agrovita,24V9861462,2064.0,39342.09,14551.48,3147.37,21643.239999999998,10.486065891472867,0.0,0.0,12.695815068689315
Agrovita,24V9861781,2160.0,51732.0,15007.28,2069.2799999999997,34655.44,16.044185185185185,0.0,0.0,5.63456984832015
Agrovita,24V9869210,2160.0,26815.44,15007.279999999999,1072.6200000000001,10735.539999999999,4.970157407407407,0.0,0.0,9.08371837779976
