Exporter,Lotid,Inventory Balance,Date,Days In Inventory,Variety,Packaging Style
Agrolatina,24A1269935,0.0,03/07/2025,24,TIMCO,Clam
Agrolatina,24A1271722,0.0,04/07/2025,29,TIMCO,Clam
Agrolatina,24A1272862,1600.0,12/31/2024,0,CANDY SNAP,Clam
Agrolatina,24A1274525,1440.0,12/31/2024,0,CANDY SNAP,Clam
Agrolatina,24A1277967,190.0,03/11/2025,36,CANDY DREAMS,Clam
Agrolatina,24A1284605,1600.0,12/26/2024,0,SWEET GLOBE,Clam
Agrolatina,24A1288088,0.0,03/31/2025,28,TIMCO,Clam
Agrolatina,24A1291219,0.0,01/18/2025,16,SWEET GLOBE,Clam
Agrolatina,24A1295560,1600.0,12/26/2024,0,SWEET GLOBE,Clam
Agrolatina,24A1299781,213.0,04/18/2025,50,COTTON CANDY,Bag
Agrolatina,24A1317083,0.0,01/14/2025,12,CANDY SNAP,Clam
Agrolatina,24A1317592,1600.0,12/23/2024,0,SWEET GLOBE,Clam
Agrolatina,24A1317910,0.0,02/13/2025,28,SWEET GLOBE,Clam
Agrolatina,24A1318876,1600.0,12/23/2024,0,CANDY SNAP,Clam
Agrolatina,24A1322157,333.0,03/29/2025,40,IVORY,Clam
Agrolatina,24A1330146,1600.0,12/30/2024,0,SWEET GLOBE,Clam
Agrolatina,24A1330316,0.0,02/04/2025,8,SWEET GLOBE,Clam
Agrolatina,24A1333803,60.0,03/29/2025,40,IVORY,Clam
Agrolatina,24A1333839,0.0,01/14/2025,12,CANDY SNAP,Clam
Agrolatina,24A1334435,0.0,01/18/2025,15,SWEET GLOBE,Clam
Agrolatina,24A1338240,1600.0,12/23/2024,0,SWEET GLOBE,Clam
Agrolatina,24A1339971,183.0,03/17/2025,18,SWEET GLOBE,Clam
Agrolatina,24A1355967,1600.0,12/30/2024,0,CANDY SNAP,Clam
Agrolatina,24A1357208,592.0,04/08/2025,40,SWEET GLOBE,Bag
Agrolatina,24A1362884,1600.0,12/26/2024,0,CANDY SNAP,Clam
Agrolatina,24A1364569,0.0,03/03/2025,27,AUTUMN CRISP,Clam
Agrolatina,24A1375583,0.0,02/27/2025,42,ALLISON,Clam
Agrolatina,24A1392169,1600.0,12/30/2024,0,CANDY SNAP,Clam
Agrolatina,24A1392597,560.0,04/02/2025,29,CANDY DREAMS,Clam
Agrolatina,24A1396925,0.0,04/10/2025,32,TIMCO,Clam
Agrolatina,24A1404487,0.0,03/27/2025,45,SWEET FAVORS,Clam
Agrolatina,24A1404526,205.0,04/18/2025,50,COTTON CANDY,Bag
Agrolatina,24A1405586,0.0,04/07/2025,29,TIMCO,Clam
Agrolatina,24A1409128,560.0,03/04/2025,0,AUTUMN CRISP,Clam
Agrolatina,24A1409581,0.0,04/16/2025,43,TIMCO,Clam
Agrolatina,24A1410005,446.0,03/11/2025,34,SWEET GLOBE,Clam
Agrolatina,24A1413175,160.0,03/10/2025,0,AUTUMN CRISP,Clam
Agrolatina,24A1413908,1000.0,04/02/2025,34,COTTON CANDY,Clam
Agrolatina,24A1417781,1600.0,12/30/2024,0,CANDY SNAP,Clam
Agrolatina,24A1422433,4.0,02/19/2025,23,CANDY SNAP,Clam
Agrolatina,24A1423023,370.0,04/08/2025,35,IVORY,Clam
Agrolatina,24A1429269,0.0,03/09/2025,27,TIMCO,Clam
Agrolatina,24A1429632,1600.0,12/26/2024,0,CANDY SNAP,Clam
Agrolatina,24A1430439,0.0,02/21/2025,49,SWEET GLOBE,Clam
Agrolatina,24A1433546,40.0,03/03/2025,20,SWEET GLOBE,Clam
Agrolatina,24A1434455,0.0,01/15/2025,12,SWEET GLOBE,Clam
Agrolatina,24A1434706,420.0,03/05/2025,27,SWEET GLOBE,Clam
Agrolatina,24A1435255,0.0,01/17/2025,15,ALLISON,Clam
Agrolatina,24A1453434,428.0,04/02/2025,29,IVORY,Clam
Agrolatina,24A1462400,385.0,04/08/2025,35,IVORY,Clam
Agrolatina,24A1464399,403.0,03/28/2025,39,IVORY,Clam
Agrolatina,24A1473132,0.0,04/06/2025,30,TIMCO,Clam
Agrolatina,24A1473976,145.0,03/31/2025,77,CANDY SNAP,Clam
Agrolatina,24A1476764,0.0,02/10/2025,23,ALLISON,Clam
Agrolatina,24A1561038,0.0,03/31/2025,24,AUTUMN CRISP,Clam
Agrolatina,24A1569208,0.0,04/13/2025,34,TIMCO,Clam
Agrolatina,24A1569661,0.0,02/01/2025,19,SWEET GLOBE,Clam
Agrolatina,24A1583227,0.0,02/10/2025,20,ALLISON,Clam
Agrolatina,24A1593586,0.0,02/01/2025,12,AUTUMN CRISP,Clam
Agrolatina,24A1600522,0.0,01/23/2025,10,SWEET GLOBE,Clam
Agrolatina,24A1600841,0.0,03/18/2025,34,SWEET GLOBE,Bag
Agrolatina,24A1600986,0.0,03/27/2025,24,AUTUMN CRISP,Clam
Agrolatina,24A1601030,0.0,01/23/2025,10,CANDY SNAP,Clam
Agrolatina,24A1601175,0.0,04/13/2025,34,TIMCO,Clam
Agrolatina,24A1601180,0.0,03/04/2025,22,ALLISON,Clam
Agrolatina,24A1601220,0.0,03/08/2025,24,AUTUMN CRISP,Clam
Agrolatina,24A1601323,800.0,12/30/2024,0,ALLISON,Clam
Agrolatina,24A1601513,0.0,04/16/2025,44,TIMCO,Clam
Agrolatina,24A1601534,0.0,03/06/2025,17,AUTUMN CRISP,Clam
Agrolatina,24A1601642,0.0,02/22/2025,10,COTTON CANDY,Clam
Agrolatina,24A1601730,480.0,03/27/2025,24,AUTUMN CRISP,Clam
Agrolatina,24A1601766,0.0,03/17/2025,35,TIMCO,Clam
Agrolatina,24A1601771,0.0,01/23/2025,10,IVORY,Clam
Agrolatina,24A1601874,1040.0,12/29/2024,0,IVORY,Clam
Agrolatina,24A1602187,0.0,03/24/2025,28,AUTUMN CRISP,Clam
Agrolatina,24A1602968,0.0,03/06/2025,17,AUTUMN CRISP,Clam
Agrolatina,24A3003901,280.0,03/15/2025,30,SWEET GLOBE,Clam
Agrolatina,24A3017973,0.0,03/11/2025,59,SWEET GLOBE,Clam
Agrolatina,24A3025095,780.0,04/10/2025,49,COTTON CANDY,Clam
Agrolatina,24A3031694,140.0,03/03/2025,18,SWEET GLOBE,Clam
Agrolatina,24A3037497,0.0,02/13/2025,28,ALLISON,Clam
Agrolatina,24A3046539,0.0,02/11/2025,26,ALLISON,Clam
Agrolatina,24A3164110,0.0,02/12/2025,27,SWEET GLOBE,Clam
Agrolatina,24A3185133,80.0,01/27/2025,26,SWEET GLOBE,Clam
Agrolatina,24A3201635,592.0,04/05/2025,33,IVORY,Clam
Agrolatina,24A3203860,50.0,03/14/2025,57,ALLISON,Clam
Agrolatina,24A3214653,250.0,03/12/2025,37,SWEET GLOBE,Clam
Agrolatina,24A3214890,2.0,02/12/2025,36,SWEET GLOBE,Clam
Agrolatina,24A3216893,480.0,04/21/2025,49,COTTON CANDY,Clam
Agrolatina,24A3222406,165.0,03/27/2025,35,IVORY,Clam
Agrolatina,24A3223444,0.0,03/31/2025,18,AUTUMN CRISP,Clam
Agrolatina,24A3258862,320.0,03/19/2025,20,SWEET GLOBE,Clam
Agrolatina,24A3260833,1520.0,12/30/2024,0,CANDY SNAP,Clam
Agrolatina,24A3261892,267.0,04/01/2025,57,SWEET GLOBE,Bag
Agrolatina,24A3265748,0.0,04/03/2025,38,TIMCO,Clam
Agrolatina,24A3279870,0.0,01/14/2025,12,CANDY SNAP,Clam
Agrolatina,24A3280660,0.0,01/25/2025,14,SWEET GLOBE,Clam
Agrolatina,24A3281219,60.0,03/12/2025,13,SWEET GLOBE,Clam
Agrolatina,24A3289164,95.0,03/05/2025,34,SWEET GLOBE,Clam
Agrolatina,24A3291829,170.0,02/27/2025,20,SWEET GLOBE,Clam
Agrolatina,24A3292229,0.0,04/07/2025,35,TIMCO,Clam
Agrolatina,24A3323398,0.0,04/05/2025,33,TIMCO,Clam
Agrolatina,24A3325220,280.0,04/02/2025,34,COTTON CANDY,Clam
Agrolatina,24A3327393,-10.0,03/05/2025,30,SWEET GLOBE,Clam
Agrolatina,24A3328888,251.0,03/17/2025,14,SWEET GLOBE,Clam
Agrolatina,24A3340409,0.0,02/11/2025,8,ALLISON,Clam
Agrolatina,24A3383123,160.0,03/11/2025,19,ALLISON,Clam
Agrolatina,24A3383592,1600.0,12/31/2024,0,CANDY SNAP,Clam
Agrolatina,24A3395989,627.0,04/10/2025,42,COTTON CANDY,Clam
Agrolatina,24A3418960,248.0,04/14/2025,42,TIMCO,Bag
Agrolatina,24A3419015,280.0,03/31/2025,39,IVORY,Clam
Agrolatina,24A3423078,484.0,04/01/2025,29,IVORY,Clam
Agrolatina,24A3427941,587.0,04/08/2025,54,SWEET GLOBE,Bag
Agrolatina,24A3433517,0.0,02/17/2025,20,ALLISON,Clam
Agrolatina,24A3438268,326.0,03/27/2025,70,ALLISON,Clam
Agrolatina,24A3440012,175.0,04/14/2025,60,SWEET FAVORS,Bag
Agrolatina,24A3472112,0.0,01/30/2025,21,SWEET GLOBE,Clam
Agrolatina,24A3483950,1600.0,12/23/2024,0,SWEET GLOBE,Clam
Agrolatina,24A3485254,1440.0,12/26/2024,0,ALLISON,Clam
Agrolatina,24A3486754,0.0,02/03/2025,23,ALLISON,Clam
Agrolatina,24A3490230,160.0,03/17/2025,25,SWEET GLOBE,Clam
Agrolatina,24A3514199,1440.0,12/31/2024,0,CANDY SNAP,Clam
Agrolatina,24A3516592,160.0,01/18/2025,16,CANDY SNAP,Clam
Agrolatina,24A3530693,167.0,02/28/2025,29,SWEET GLOBE,Clam
Agrolatina,24A3534235,0.0,03/17/2025,21,SWEET GLOBE,Clam
Agrolatina,24A3538924,40.0,03/10/2025,39,SWEET GLOBE,Clam
Agrolatina,24A3540412,1600.0,12/30/2024,0,IVORY,Clam
Agrolatina,24A3555120,1600.0,12/30/2024,0,CANDY SNAP,Clam
Agrolatina,24A3556297,0.0,02/24/2025,39,ALLISON,Clam
Agrolatina,24A3556358,0.0,01/28/2025,17,SWEET GLOBE,Clam
Agrolatina,24A3557210,20.0,03/05/2025,20,SWEET GLOBE,Clam
Agrolatina,24A3566490,290.0,03/05/2025,30,SWEET GLOBE,Clam
Agrolatina,24A3572997,175.0,02/28/2025,15,SWEET GLOBE,Clam
Agrolatina,24A3575321,90.0,03/10/2025,25,SWEET GLOBE,Clam
Agrolatina,24A3577480,290.0,03/01/2025,16,SWEET GLOBE,Clam
Agrolatina,24A3592632,0.0,02/27/2025,42,ALLISON,Clam
Agrolatina,24A3594126,0.0,04/11/2025,32,TIMCO,Clam
Agrolatina,24A3613972,1600.0,12/30/2024,0,SWEET GLOBE,Clam
Agrolatina,24A3627641,0.0,03/17/2025,21,TIMCO,Clam
Agrolatina,24A3628231,135.0,03/04/2025,33,SWEET GLOBE,Clam
Agrolatina,24A3628822,640.0,12/31/2024,0,ALLISON,Clam
Agrolatina,24A3630115,1600.0,12/07/2024,0,CANDY SNAP,Clam
Agrolatina,24A3630922,95.0,03/03/2025,24,SWEET GLOBE,Clam
Agrolatina,24A3631600,0.0,01/21/2025,12,IVORY,Clam
Agrolatina,24A3636026,120.0,03/06/2025,35,SWEET GLOBE,Clam
Agrolatina,24A3637070,0.0,03/29/2025,26,TIMCO,Clam
Agrolatina,24A3640659,80.0,04/01/2025,19,AUTUMN CRISP,Clam
Agrolatina,24A3652789,1440.0,03/19/2025,9,AUTUMN CRISP,Clam
Agrolatina,24A3655366,100.0,03/11/2025,32,SWEET GLOBE,Clam
Agrolatina,24A3665240,1600.0,12/31/2024,0,ALLISON,Clam
Agrolatina,24A3677010,85.0,04/01/2025,40,IVORY,Clam
Agrolatina,24A3691131,20.0,02/26/2025,23,CANDY DREAMS,Clam
Agrolatina,24A3693730,455.0,03/29/2025,33,IVORY,Clam
Agrolatina,24A3717597,480.0,03/19/2025,9,AUTUMN CRISP,Clam
Agrolatina,24A3720651,388.0,03/15/2025,30,SWEET GLOBE,Clam
Agrolatina,24A3734589,1040.0,12/31/2024,0,ALLISON,Clam
Agrolatina,24A3753830,140.0,03/15/2025,23,SWEET GLOBE,Clam
Agrolatina,24A3755112,232.0,04/02/2025,30,IVORY,Clam
Agrolatina,24A3767108,110.0,03/06/2025,37,CANDY SNAP,Clam
Agrolatina,24A3767514,0.0,01/21/2025,12,IVORY,Clam
Agrolatina,24A3785776,240.0,03/05/2025,30,SWEET GLOBE,Clam
Agrolatina,24A3786108,1600.0,12/07/2024,0,CANDY SNAP,Clam
Agrolatina,24A3809965,1600.0,02/24/2025,0,AUTUMN CRISP,Clam
Agrolatina,24A3814719,379.0,03/27/2025,28,IVORY,Clam
Agrolatina,24A3817425,0.0,01/31/2025,22,SWEET GLOBE,Clam
Agrolatina,24A3827969,310.0,03/17/2025,25,SWEET GLOBE,Clam
Agrolatina,24A3829811,1120.0,12/26/2024,0,CANDY SNAP,Clam
Agrolatina,24A3838238,1600.0,12/30/2024,0,ALLISON,Clam
Agrolatina,24A3838454,-75.0,02/13/2025,28,SWEET GLOBE,Clam
Agrolatina,24A3849377,190.0,03/25/2025,42,SWEET GLOBE,Bag
Agrolatina,24A3854394,960.0,12/26/2024,0,ALLISON,Clam
Agrolatina,24A3859647,376.0,03/12/2025,37,SWEET GLOBE,Clam
Agrolatina,24A3872084,120.0,03/12/2025,37,SWEET GLOBE,Clam
Agrolatina,24A3874045,383.0,03/29/2025,37,IVORY,Clam
Agrolatina,24A3878333,0.0,01/21/2025,19,CANDY SNAP,Clam
Agrolatina,24A3885142,160.0,04/04/2025,39,TIMCO,Clam
Agrolatina,24A3895407,1360.0,12/31/2024,0,CANDY SNAP,Clam
Agrolatina,24A3899803,0.0,03/04/2025,47,ALLISON,Clam
Agrolatina,24A3923319,468.0,04/04/2025,39,AUTUMN CRISP,Clam
Agrolatina,24A3925311,329.0,04/03/2025,42,COTTON CANDY,Bag
Agrolatina,24A3938387,1520.0,12/30/2024,0,CANDY SNAP,Clam
Agrolatina,24A3941360,512.0,04/03/2025,59,SWEET GLOBE,Bag
Agrolatina,24A3943146,0.0,01/31/2025,19,SWEET GLOBE,Clam
Agrolatina,24A3943911,271.0,03/15/2025,23,SWEET GLOBE,Clam
Agrolatina,24A3944306,960.0,12/30/2024,0,ALLISON,Clam
Agrolatina,24A3946361,631.0,03/19/2025,16,SWEET GLOBE,Clam
Agrolatina,24A3975009,0.0,01/09/2025,7,ALLISON,Clam
Agrolatina,24A3977634,0.0,02/19/2025,16,SWEET GLOBE,Clam
Agrolatina,24A3978008,70.0,03/27/2025,35,IVORY,Bag
Agrolatina,24A3999382,0.0,04/02/2025,62,CANDY DREAMS,Clam
Agrolatina,24A4001478,60.0,03/03/2025,46,CANDY DREAMS,Clam
Agrolatina,24A4016570,1600.0,12/31/2024,0,ALLISON,Clam
Agrolatina,24A4034321,350.0,03/12/2025,27,SWEET GLOBE,Clam
Agrolatina,24A4035483,1360.0,12/30/2024,0,SWEET GLOBE,Clam
Agrolatina,24A4045500,18.0,03/14/2025,57,ALLISON,Clam
Agrolatina,24A4048670,90.0,02/27/2025,24,CANDY DREAMS,Clam
Agrolatina,24A4067011,0.0,04/07/2025,35,TIMCO,Clam
Agrolatina,24A4076765,63.0,03/06/2025,35,CANDY DREAMS,Clam
Agrolatina,24A4076873,0.0,02/19/2025,20,ALLISON,Clam
Agrolatina,24A4077210,0.0,02/25/2025,20,SWEET GLOBE,Bag
Agrolatina,24A4077529,1600.0,12/26/2024,0,SWEET GLOBE,Clam
Agrolatina,24A4077566,0.0,01/20/2025,7,ALLISON,Clam
Agrolatina,24A4077571,0.0,01/28/2025,15,CANDY SNAP,Clam
Agrolatina,24A4078602,0.0,03/14/2025,43,SWEET GLOBE,Clam
Agrolatina,24A4078984,0.0,01/28/2025,15,CANDY SNAP,Clam
Agrolatina,24A4079070,0.0,01/23/2025,10,ALLISON,Clam
Agrolatina,24A4079086,0.0,02/01/2025,19,CANDY SNAP,Clam
Agrolatina,24A4079898,1360.0,04/02/2025,30,COTTON CANDY,Clam
Agrolatina,24A4080019,0.0,02/17/2025,18,AUTUMN CRISP,Clam
Agrolatina,24A4081000,0.0,04/15/2025,22,JACK SALUTE,Clam
Agrolatina,24A4081864,0.0,04/16/2025,23,JACK SALUTE,Clam
Agrolatina,24A4087234,623.0,02/05/2025,8,IVORY,Clam
Agrolatina,24A4087754,0.0,01/22/2025,9,SWEET GLOBE,Clam
Agrolatina,24A4087775,0.0,02/12/2025,13,SWEET GLOBE,Clam
Agrolatina,24A4087846,180.0,02/28/2025,25,SWEET GLOBE,Clam
Agrolatina,24A4105282,0.0,04/10/2025,38,TIMCO,Clam
Agrolatina,24A4108872,53.0,03/12/2025,20,SWEET GLOBE,Clam
Agrolatina,24A4122628,163.0,03/12/2025,27,SWEET GLOBE,Clam
Agrolatina,24A4152221,0.0,01/22/2025,13,SWEET GLOBE,Clam
Agrolatina,24A4168655,240.0,03/22/2025,30,IVORY,Clam
Agrolatina,24A4170797,159.0,03/05/2025,30,SWEET GLOBE,Clam
Agrolatina,24A4175335,1120.0,04/02/2025,30,COTTON CANDY,Clam
Agrolatina,24A4179120,145.0,03/12/2025,27,SWEET GLOBE,Clam
Agrolatina,24A4196847,-80.0,02/27/2025,42,ALLISON,Clam
Agrolatina,24A4217699,960.0,12/30/2024,0,ALLISON,Clam
Agrolatina,24A4245387,400.0,02/03/2025,18,SWEET GLOBE,Clam
Agrolatina,24A4248426,1600.0,12/30/2024,0,ALLISON,Clam
Agrolatina,24A4256993,0.0,04/01/2025,19,AUTUMN CRISP,Clam
Agrolatina,24A4259020,320.0,03/28/2025,29,IVORY,Clam
Agrolatina,24A4260231,800.0,02/20/2025,0,TIMCO,Clam
Agrolatina,24A4267616,680.0,04/02/2025,41,COTTON CANDY,Clam
Agrolatina,24A4286880,133.0,03/12/2025,20,SWEET GLOBE,Clam
Agrolatina,24A4295897,80.0,03/25/2025,33,IVORY,Clam
Agrolatina,24A4305070,202.0,05/07/2025,72,TIMCO,Clam
Agrolatina,24A4306950,0.0,02/17/2025,32,ALLISON,Clam
Agrolatina,24A4307339,514.0,02/05/2025,8,IVORY,Clam
Agrolatina,24A4313115,205.0,03/13/2025,21,SWEET GLOBE,Clam
Agrolatina,24A4315484,0.0,02/27/2025,42,ALLISON,Clam
Agrolatina,24A4318375,0.0,03/11/2025,19,SWEET GLOBE,Clam
Agrolatina,24A4324130,720.0,12/31/2024,0,ALLISON,Clam
Agrolatina,24A4336403,0.0,04/24/2025,59,TIMCO,Clam
Agrolatina,24A4345004,0.0,04/14/2025,35,TIMCO,Clam
Agrolatina,24A4348894,880.0,04/15/2025,47,SWEET GLOBE,Bag
Agrolatina,24A4363970,0.0,02/12/2025,27,SWEET GLOBE,Clam
Agrolatina,24A4373454,860.0,04/02/2025,41,COTTON CANDY,Clam
Agrolatina,24A4380915,0.0,03/27/2025,31,SWEET FAVORS,Clam
Agrolatina,24A4384150,100.0,04/17/2025,73,SWEET FAVORS,Bag
Agrolatina,24A4400040,120.0,02/13/2025,16,CANDY DREAMS,Clam
Agrolatina,24A4402167,455.0,03/05/2025,30,SWEET GLOBE,Clam
Agrolatina,24A4410780,53.0,02/28/2025,29,SWEET GLOBE,Clam
Agrolatina,24A4412798,604.0,03/19/2025,20,SWEET GLOBE,Clam
Agrolatina,24A4413285,0.0,04/04/2025,39,TIMCO,Clam
Agrolatina,24A4414698,292.0,02/28/2025,29,SWEET GLOBE,Bag
Agrolatina,24A4418013,0.0,04/14/2025,35,TIMCO,Clam
Agrolatina,24A4420509,573.0,03/05/2025,30,SWEET GLOBE,Clam
Agrolatina,24A4421676,80.0,05/03/2025,68,TIMCO,Clam
Agrolatina,24A4431381,280.0,03/19/2025,30,SWEET GLOBE,Clam
Agrolatina,24A4433018,0.0,03/03/2025,46,ALLISON,Clam
Agrolatina,24A4440022,160.0,03/07/2025,15,COTTON CANDY,Clam
Agrolatina,24A4440260,0.0,03/20/2025,28,ALLISON,Clam
Agrolatina,24A4444481,200.0,03/14/2025,22,SWEET GLOBE,Clam
Agrolatina,24A4452337,95.0,03/12/2025,20,IVORY,Bag
Agrolatina,24A4452743,220.0,04/21/2025,60,CANDY DREAMS,Clam
Agrolatina,24A4453082,240.0,02/03/2025,23,ALLISON,Clam
Agrolatina,24A4453117,400.0,01/18/2025,9,SWEET GLOBE,Clam
Agrolatina,24A4453328,0.0,01/31/2025,22,SWEET GLOBE,Clam
Agrolatina,24A4453354,960.0,03/19/2025,9,AUTUMN CRISP,Clam
