Exporter Clean,Lotid,Sales Quantity,Sales Amount,Total Deductions,COMMISSION,FOB Liq,FOB per Case,Advances,Advance Pct Of FOB,% Commission
Rio King,23R028411176,8315.0,294315.14,16191.22,11772.66,266351.26000000007,32.032622970535186,141355.0,53.07089592893233,4.232882953756727
Rio King,23R029407069,2927.0,142426.75,21918.79,5697.07,114810.88999999998,39.224765971984965,40800.0,35.536698652889115,4.727546628455083
Rio King,23R033412282,13470.0,428487.02999999997,29356.05,17139.52,381991.45999999996,28.358682999257606,161640.0,42.315082122516564,4.29420938459851
Rio King,23R682409134,5100.0,152242.49,10998.99,6089.450000000001,135154.05,26.500794117647057,61200.0,45.281661925780256,4.311313440972506
Rio King,23R738405107,1600.0,70772.0,13704.5,2830.879999999999,54236.62,33.8978875,19200.0,35.400436089122074,4.9605817672055
Rio King,23R745408217,1700.0,59254.619999999995,5015.92,2370.1800000000003,51868.52,30.510894117647055,20400.0,39.330214164583836,4.369905620894307
Rio King,23R745408218,1599.0,72352.13,5408.0,2894.0999999999995,64050.030000000006,40.05630393996248,19176.0,29.939096047261803,4.323157235742699
Rio King,23RK07410148,4574.0,190221.16,24121.31,7608.94,158490.91,34.65039571491037,76327.0,48.15859786532868,4.58094333017158
Rio King,23RK38411147,2977.0,127633.2,15274.34,5105.37,107253.49,36.0273731944911,39588.0,36.91068700887962,4.543807226239212
Rio King,23RK71413153,11788.0,408045.42,38465.32,16321.1,353259.0,29.967678995588734,208250.0,58.951081218029834,4.416119807316466
Rio King,23RK71413154,80.0,2560.0,1759.6,102.4,698.0000000000001,8.725000000000001,960.0,137.53581661891116,12.793603198400799
Rio King,23RK83841112,1550.0,43060.0,5923.28,1722.4,35414.32,22.847948387096775,18600.0,52.5211270469121,4.637997109060789
Rio King,23RKU9181500,1900.0,59262.05,5510.27,2370.44,51381.34,27.042810526315787,22800.0,44.37408600087114,4.409974888273468
Rio King,APRU6137018,1900.0,71769.62,5477.98,2870.87,63420.77,33.379352631578946,22800.0,35.950367679231896,4.330666732637781
